15763, 643, -126, 15126, 31, -39, 71, 16098 ,1934 ,2394 ,34 ,0 ,-19, 15584.2632, 32809.3290
15765, 623, -696, 14995, 31, -39, 71, 16098 ,1934 ,2394 ,34 ,0 ,-19, 15556.9583, 32830.6615
15769, 623, -696, 14995, 31, -39, 71, 16111 ,1860 ,2427 ,34 ,3 ,-16, 15624.8689, 32817.4174
15777, 692, -1014, 15480, 63, -15, 67, 16092 ,1694 ,2438 ,29 ,7 ,-10, 15614.5602, 32833.4898
15785, 770, -1253, 15940, 73, 4, 58, 16049 ,1610 ,2416 ,29 ,12 ,-6, 15692.2668, 32830.8493
15794, 776, -1488, 16390, 64, 16, 48, 16022 ,1585 ,2351 ,28 ,12 ,-2, 15500.4889, 32822.0457
15802, 787, -1597, 16647, 43, 22, 35, 15987 ,1554 ,2272 ,28 ,20 ,3, 15562.6714, 32823.8040
15810, 806, -1549, 16803, 27, 24, 23, 15987 ,1554 ,2272 ,25 ,20 ,3, 15675.6282, 32807.7912
15818, 806, -1428, 16907, 20, 23, 11, 16017 ,1642 ,2195 ,18 ,21 ,7, 15516.0606, 32852.6497
15826, 733, -1322, 16907, 20, 23, 11, 16012 ,1671 ,2136 ,8 ,23 ,9, 15578.8690, 32840.8778
15834, 640, -1322, 17085, 21, 19, 0, 16036 ,1621 ,2050 ,0 ,22 ,11, 15533.5695, 32845.6938
15842, 628, -1153, 17306, 22, 12, -8, 16048 ,1595 ,1971 ,-1 ,19 ,11, 15624.1894, 32824.8978
15850, 646, -948, 17427, 21, 2, -12, 16067 ,1634 ,1955 ,2 ,16 ,12, 15586.7904, 32830.7897
15858, 671, -784, 17476, 20, -10, -11, 16083 ,1675 ,1975 ,2 ,12 ,13, 15563.3152, 32821.7000
15866, 695, -692, 17332, 15, -19, -6, 16096 ,1675 ,2231 ,2 ,12 ,12, 15620.2972, 32816.1329
15874, 706, -722, 17026, 6, -27, -1, 16096 ,1688 ,2136 ,6 ,9 ,12, 15697.1842, 32827.2551
15882, 710, -864, 16735, -1, -29, 6, 16112 ,1736 ,2136 ,6 ,7 ,11, 15642.9827, 32825.5683
15889, 710, -864, 16735, -1, -29, 9, 16140 ,1809 ,2244 ,10 ,5 ,10, 15468.1176, 32840.7049
15897, 717, -1026, 16506, -2, -25, 9, 16196 ,1883 ,2324 ,10 ,6 ,8, 15570.4468, 32829.1208
15905, 801, -1168, 16346, 9, -17, 9, 16228 ,1956 ,2381 ,8 ,6 ,7, 15635.4636, 32818.4396
15913, 893, -1314, 16387, 26, -9, 4, 16228 ,1998 ,2446 ,5 ,7 ,5, 15590.2326, 32817.3012
15921, 956, -1412, 16540, 39, -2, 0, 16218 ,2016 ,2444 ,0 ,10 ,2, 15495.2288, 32803.9974
15928, 936, -1558, 16776, 46, 2, -6, 16218 ,2016 ,2410 ,-2 ,16 ,1, 15569.0968, 32831.9997
15936, 951, -1741, 16864, 43, 4, -14, 16149 ,1933 ,2410 ,-2 ,16 ,1, 15553.2956, 32814.4789
15944, 993, -1565, 16864, 39, 4, -24, 16084 ,1873 ,2335 ,-3 ,18 ,0, 15578.3832, 32831.2665
15952, 993, -1821, 16701, 39, 4, -24, 16025 ,1865 ,2365 ,-1 ,20 ,0, 15472.1618, 32818.0879
15960, 1086, -1735, 16957, 34, 1, -35, 16008 ,1967 ,2383 ,0 ,23 ,-1, 15493.7088, 32827.2998
15968, 1152, -1611, 17006, 29, -3, -42, 16000 ,2015 ,2426 ,-3 ,27 ,-2, 15457.5050, 32817.0449
15976, 1132, -1569, 17098, 18, -7, -47, 16016 ,1919 ,2426 ,-7 ,31 ,-3, 15456.6973, 32791.8380
15984, 1150, -1413, 16965, 6, -10, -52, 16006 ,1906 ,2491 ,-6 ,37 ,-5, 15568.2743, 32845.9471
15993, 1171, -1306, 16827, 2, -12, -55, 16083 ,1958 ,2531 ,-4 ,41 ,-6, 15537.1666, 32812.5387
16002, 1163, -1284, 16729, 2, -12, -58, 16128 ,2082 ,2564 ,-5 ,46 ,-6, 15618.3898, 32838.2462
16010, 1125, -1302, 16760, 12, -11, -61, 16128 ,2082 ,2564 ,-5 ,46 ,-8, 15476.5308, 32831.7940
16018, 1150, -1189, 16905, 29, -11, -64, 16167 ,2052 ,2528 ,-10 ,50 ,-8, 15438.9888, 32823.2497
16026, 1221, -1048, 17106, 35, -12, -62, 16177 ,2024 ,2528 ,-13 ,53 ,-12, 15470.5912, 32829.8897
16036, 1291, -1032, 17263, 24, -12, -56, 16248 ,2029 ,2586 ,-14 ,57 ,-14, 15632.1555, 32811.3526
16044, 1304, -1069, 17326, 24, -12, -50, 16273 ,1992 ,2651 ,-14 ,60 ,-17, 15502.1429, 32813.5997
16052, 1304, -1069, 17326, 10, -20, -46, 16252 ,1876 ,2675 ,-8 ,63 ,-20, 15395.2807, 32836.4968
16060, 1350, -1090, 17275, -3, -20, -46, 16197 ,1884 ,2692 ,5 ,66 ,-25, 15462.0320, 32821.9086
16069, 1478, -1044, 17193, -10, -24, -41, 16211 ,1988 ,2718 ,13 ,71 ,-29, 15599.8975, 32822.0218
16077, 1584, -1000, 17160, -15, -27, -36, 16219 ,2074 ,2836 ,10 ,76 ,-32, 15448.9487, 32816.8631
16085, 1620, -1068, 17032, -24, -29, -31, 16209 ,2120 ,2893 ,3 ,83 ,-36, 15517.6759, 32803.8990
16095, 1563, -1140, 16879, -31, -28, -25, 16168 ,2105 ,2934 ,1 ,93 ,-41, 15640.0949, 32827.9376
16103, 1430, -1246, 16936, -32, -26, -21, 16177 ,2081 ,2855 ,5 ,100 ,-45, 15578.1627, 32856.0144
16111, 1277, -1295, 16843, -30, -26, -22, 16189 ,2042 ,2790 ,7 ,106 ,-50, 15530.1809, 32817.5426
16120, 1301, -1260, 16745, -26, -23, -26, 16237 ,1984 ,2858 ,4 ,110 ,-52, 15532.4221, 32839.9956
16128, 1475, -1240, 16758, -29, -18, -24, 16306 ,2095 ,2979 ,3 ,118 ,-56, 15551.0992, 32821.9295
16136, 1369, -1247, 16593, -13, -14, -25, 16189 ,2098 ,2986 ,5 ,123 ,-58, 15486.1033, 32838.8959
16144, 1326, -1347, 17272, -10, -10, -23, 16189 ,2098 ,2986 ,5 ,123 ,-58, 15602.9880, 32851.6394
16154, 1339, -1362, 17233, -27, -12, -18, 16269 ,2298 ,3022 ,10 ,130 ,-64, 15458.3871, 32841.4649
16162, 1286, -1240, 17494, -11, -17, -13, 16248 ,2128 ,2840 ,12 ,135 ,-70, 15451.4372, 32834.6819
16171, 1428, -1323, 17907, 1, -28, -11, 16232 ,2197 ,2860 ,23 ,136 ,-78, 15549.4869, 32813.5729
16179, 1615, -1129, 18100, 16, -45, -11, 16218 ,2290 ,2767 ,31 ,139 ,-85, 15469.7180, 32830.7688
16187, 1819, -999, 18100, 16, -45, -5, 16163 ,2138 ,2756 ,25 ,140 ,-87, 15451.9439, 32829.8062
16196, 1819, -999, 18604, 22, -67, -5, 16070 ,2246 ,2886 ,21 ,142 ,-89, 15586.1199, 32839.2804
16205, 1818, -986, 18787, 1, -95, 5, 15981 ,2163 ,2840 ,18 ,145 ,-91, 15660.2889, 32821.2589
16213, 1733, -909, 18588, -23, -126, 13, 15829 ,1942 ,2785 ,18 ,147 ,-93, 15604.1354, 32824.5044
16221, 1654, -843, 18580, -22, -159, 17, 15729 ,1956 ,2729 ,28 ,150 ,-94, 15440.5266, 32818.4068
16229, 1457, -805, 17849, -26, -190, 17, 15740 ,1896 ,2742 ,30 ,152 ,-92, 15489.0835, 32841.3874
16238, 1188, -520, 16788, -46, -205, 20, 15753 ,1871 ,2922 ,19 ,157 ,-88, 15642.8576, 32822.8533
16247, 1149, -570, 16354, -53, -206, 26, 15698 ,1934 ,2954 ,22 ,164 ,-84, 15487.1166, 32836.5177
16255, 1192, -779, 16391, -38, -202, 29, 15774 ,2120 ,2943 ,29 ,166 ,-82, 15479.0878, 32849.5175
16264, 1144, -1099, 16616, -20, -202, 26, 15854 ,2103 ,2913 ,21 ,166 ,-82, 15675.8428, 32820.5496
16272, 1137, -1053, 16436, -25, -200, 21, 15881 ,2201 ,2913 ,9 ,172 ,-79, 15496.5907, 32835.6326
16280, 1033, -974, 16040, -44, -193, 17, 15886 ,1839 ,3104 ,5 ,175 ,-79, 15605.9414, 32844.9309
16290, 990, -1044, 15772, -61, -181, 13, 15886 ,1839 ,3104 ,5 ,175 ,-74, 15507.3017, 32836.0140
16298, 1187, -1207, 16237, -68, -166, 6, 15812 ,1714 ,3198 ,10 ,178 ,-67, 15607.1275, 32835.9425
16306, 1115, -970, 15989, -73, -155, -5, 15842 ,1747 ,3288 ,20 ,182 ,-62, 15524.3933, 32840.8271
16315, 949, -148, 15970, -61, -140, -11, 15997 ,1872 ,3267 ,28 ,185 ,-58, 15491.3515, 32829.1774
16323, 1069, 140, 16956, -61, -140, -11, 16093 ,1803 ,3217 ,21 ,187 ,-51, 15463.5131, 32835.0425
16331, 1162, 140, 16956, -10, -134, -19, 16108 ,1688 ,3054 ,17 ,186 ,-44, 15611.7409, 32827.9465
16339, 1418, -210, 17326, 5, -137, -19, 16115 ,1409 ,3104 ,8 ,183 ,-33, 15589.1091, 32852.8225
