35446,3772,2500,25232,-266,-1705,1, -320,468,17116,-36,-602,8, 16561625.00, 16561558.00
35502,1752,844,-19580,211,-197,-95, -600,584,16560,-36,42,7, 16561817.00, 16561873.00
35524,1088,1092,-19724,356,-323,231, 20,476,17904,-33,-118,10, 16561744.00, 16561638.00
35546,1180,-836,-20604,-181,167,286, 16,644,18084,-32,125,7, 16561686.00, 16561573.00
35568,-792,-680,-30192,-253,680,12, -436,572,16952,-33,33,10, 16561450.00, 16561404.00
35590,4032,976,-16436,-1092,2360,115, -192,612,17120,-32,65,11, 16561499.00, 16561560.00
35612,3984,1436,-14344,-258,626,124, -224,524,17476,-30,4,9, 16561570.00, 16561638.00
35634,3228,1144,-18896,-4,52,197, -260,684,17624,-31,31,6, 16561649.00, 16561682.00
35698,3300,968,-18864,68,-124,-15, -348,472,17652,-34,-1,7, 16561625.00, 16561717.00
35720,3284,952,-19216,48,-74,-20, -284,476,17420,-34,-21,11, 16561648.00, 16561566.00
35742,3308,1012,-19292,61,-102,-14, -352,568,17644,-31,-5,9, 16561647.00, 16561587.00
35764,3304,964,-19440,62,-103,-14, -296,520,17536,-31,-13,10, 16561609.00, 16561534.00
35786,3448,944,-19288,52,-83,-16, -328,596,17668,-29,-13,6, 16561587.00, 16561792.00
35808,3324,992,-19536,51,-76,-16, -304,580,17500,-34,-12,6, 16561773.00, 16561538.00
35830,3288,940,-19320,48,-73,-10, -368,552,17368,-30,-12,11, 16561377.00, 16561518.00
35852,3348,900,-19348,46,-59,-12, -316,560,17540,-31,-12,8, 16561559.00, 16561664.00
35874,3312,1020,-19536,43,-57,-17, -232,520,17468,-31,-13,12, 16561761.00, 16561703.00
35896,3336,1128,-19416,32,-32,-1, -344,392,17500,-33,-9,9, 16561676.00, 16561717.00
35918,3360,948,-19220,32,-24,19, -248,476,17520,-34,-6,6, 16561669.00, 16561575.00
35940,3348,960,-19192,49,-66,-6, -288,484,17564,-28,-9,8, 16561421.00, 16561485.00
35962,3412,988,-19492,47,-72,-10, -300,476,17548,-32,-13,7, 16561719.00, 16561640.00
35984,3328,956,-19308,53,-77,-12, -400,552,17552,-33,-13,9, 16561548.00, 16561654.00
36006,3372,1012,-19312,45,-70,-13, -292,524,17528,-29,-10,9, 16561697.00, 16561697.00
36028,3492,876,-19404,50,-80,-15, -268,580,17628,-32,-12,10, 16561580.00, 16561516.00
36050,3340,992,-19256,54,-87,-18, -288,532,17460,-32,-11,9, 16561465.00, 16561381.00
36072,3464,976,-19368,50,-78,-13, -312,496,17592,-29,-14,10, 16561704.00, 16561720.00
36094,3460,980,-19308,56,-87,-14, -320,492,17496,-31,-9,7, 16561633.00, 16561595.00
36116,3420,892,-19308,58,-98,-14, -248,508,17632,-34,-10,6, 16561464.00, 16561593.00
36138,3380,1056,-19296,61,-105,-10, -356,560,17496,-32,-10,9, 16561520.00, 16561401.00
36160,3324,996,-19444,62,-108,-16, -288,552,17496,-33,-14,10, 16561700.00, 16561774.00
36182,3408,896,-19340,61,-103,-14, -304,612,17476,-34,-16,5, 16561798.00, 16561496.00
36204,3376,876,-19360,61,-101,-14, -324,568,17440,-31,-15,8, 16561449.00, 16561557.00
36226,3336,972,-19420,60,-101,-13, -248,596,17580,-34,-14,6, 16561542.00, 16561540.00
36249,3408,988,-19460,58,-97,-14, -332,504,17604,-33,-15,9, 16561513.00, 16561499.00
36271,3384,988,-19428,56,-93,-11, -320,464,17632,-31,-9,11, 16561588.00, 16561721.00
36293,3260,1036,-19324,58,-89,-14, -284,636,17536,-34,-13,7, 16561802.00, 16561560.00
36315,3372,1116,-19448,56,-91,-12, -336,452,17452,-35,-15,10, 16561564.00, 16561549.00
36337,3380,1068,-19444,52,-81,-10, -312,480,17600,-31,-10,9, 16561584.00, 16561523.00
36359,3408,976,-19596,52,-86,-15, -248,472,17464,-33,-14,6, 16561568.00, 16561484.00
36381,3296,960,-19340,50,-81,-15, -244,488,17396,-35,-10,8, 16561471.00, 16561514.00
36403,3364,1012,-19216,52,-85,-16, -268,620,17636,-30,-15,9, 16561677.00, 16561783.00
36425,3368,952,-19376,51,-86,-15, -340,464,17432,-32,-12,6, 16561652.00, 16561614.00
36447,3320,940,-19360,58,-91,-11, -372,528,17620,-30,-13,5, 16561744.00, 16561665.00
36469,3284,916,-19400,56,-83,-12, -292,576,17504,-32,-8,9, 16561624.00, 16561503.00
36491,3248,1052,-19424,52,-84,-16, -328,424,17612,-34,-13,7, 16561387.00, 16561492.00
36513,3308,996,-19492,44,-63,-18, -220,508,17476,-33,-12,6, 16561441.00, 16561406.00
36535,3400,924,-19304,46,-59,-16, -316,432,17568,-28,-13,9, 16561542.00, 16561575.00
36557,3296,960,-19360,40,-53,-14, -328,464,17596,-33,-9,8, 16561623.00, 16561839.00
36579,3420,988,-19360,42,-53,-15, -312,600,17512,-32,-13,6, 16561868.00, 16561577.00
36601,3368,960,-19452,49,-68,-11, -232,540,17572,-34,-12,6, 16561589.00, 16561550.00
36623,3388,1020,-19436,43,-56,-14, -380,504,17400,-34,-13,8, 16561583.00, 16561632.00
36645,3440,836,-19368,44,-57,-13, -304,680,17636,-36,-13,8, 16561599.00, 16561475.00
36667,3532,936,-19276,51,-82,-12, -276,560,17544,-32,-11,7, 16561441.00, 16561675.00
36689,3412,948,-19216,46,-74,-17, -204,432,17556,-34,-14,8, 16561540.00, 16561291.00
36711,3520,1052,-19360,50,-74,-17, -284,508,17484,-31,-11,10, 16561338.00, 16561485.00
36733,3484,1028,-19460,57,-90,-18, -284,576,17456,-32,-11,10, 16561410.00, 16561555.00
36755,3424,916,-19376,51,-82,-15, -212,524,17524,-32,-10,9, 16561610.00, 16561655.00
36777,3468,1084,-19368,56,-89,-10, -332,468,17612,-32,-14,10, 16561674.00, 16561608.00
36799,3432,1072,-19400,58,-94,-16, -284,596,17580,-33,-11,9, 16561473.00, 16561339.00
36821,3432,1060,-19264,60,-107,-16, -232,456,17464,-31,-15,7, 16561426.00, 16561447.00
36843,3396,1044,-19356,63,-109,-13, -276,596,17588,-31,-12,6, 16561553.00, 16561603.00
36865,3476,1060,-19360,63,-107,-7, -296,556,17440,-35,-13,11, 16561535.00, 16561543.00
36887,3240,940,-19408,62,-102,-13, -372,548,17584,-32,-13,9, 16561630.00, 16561508.00
36909,3404,944,-19504,61,-98,-16, -372,572,17596,-36,-13,8, 16561447.00, 16561545.00
36931,3404,1004,-19312,54,-91,-15, -308,620,17520,-32,-11,9, 16561573.00, 16561454.00
36953,3380,1004,-19336,51,-79,-12, -244,544,17528,-31,-13,5, 16561472.00, 16561540.00
