time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
503564,0.05,1.03,0.12,1.74,1.80,-1.50,0.03,-0.01,1.07,-1.16,0.61,-0.40,16638243
503574,0.05,1.03,0.12,2.69,0.76,-0.70,0.03,-0.01,1.07,-1.25,0.89,-0.46,16637576
503584,0.05,1.03,0.11,1.07,1.83,-0.64,0.03,-0.01,1.07,-1.16,0.61,-0.21,16637382
503595,0.05,1.02,0.11,1.40,1.68,-1.34,0.03,-0.01,1.07,-1.25,0.70,-0.46,16636991
503604,0.06,1.02,0.10,-0.67,0.58,-0.95,0.03,-0.01,1.07,-1.13,0.82,-0.58,16635073
503614,0.05,1.01,0.10,-2.72,2.20,-1.46,0.03,-0.01,1.07,-1.01,0.73,-0.21,16634329
503624,0.05,1.00,0.09,-7.35,2.44,-1.53,0.03,-0.01,1.07,-1.31,0.76,-0.55,16633704
503635,0.05,1.00,0.09,-7.90,3.17,-2.04,0.03,-0.01,1.07,-1.19,0.89,-0.61,16635262
503648,0.05,1.02,0.10,-3.30,1.98,-2.17,0.03,-0.01,1.07,-0.95,0.98,-0.34,16635691
503659,0.05,1.04,0.12,1.10,2.32,-0.85,0.03,-0.01,1.07,-0.89,0.52,-0.37,16636073
503670,0.05,1.04,0.12,0.98,2.04,-0.89,0.03,-0.01,1.07,-1.07,0.73,-0.27,16637142
503683,0.05,1.02,0.10,-3.20,2.20,-1.31,0.03,-0.01,1.07,-1.22,0.64,-0.15,16636471
503694,0.05,1.01,0.09,-5.40,2.26,-1.80,0.03,-0.01,1.07,-0.92,0.92,-0.24,16633774
503706,0.05,1.02,0.10,-3.78,2.17,-1.65,0.03,-0.01,1.07,-1.07,0.64,-0.37,16636137
503717,0.05,1.03,0.11,-0.31,2.23,-1.16,0.03,-0.01,1.07,-1.07,0.64,-0.34,16637447
503730,0.05,1.03,0.11,-0.15,2.01,-1.04,0.03,-0.01,1.07,-1.10,0.58,-0.34,16635822
