time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
415549,0.05,1.02,0.11,-3.57,2.01,-1.98,0.03,-0.01,1.07,-1.25,0.85,-0.12,16641633
415559,0.05,1.03,0.11,-2.53,3.30,-2.53,0.03,-0.01,1.07,-1.22,0.58,-0.24,16641437
415569,0.05,1.04,0.12,2.11,1.80,-0.73,0.03,-0.01,1.07,-1.10,0.46,-0.34,16638583
415580,0.05,1.04,0.12,3.20,1.98,-0.58,0.03,-0.01,1.07,-1.19,0.61,-0.52,16637762
415592,0.05,1.04,0.12,3.54,2.04,-1.07,0.03,-0.01,1.07,-0.98,0.76,-0.34,16637532
415603,0.05,1.03,0.11,1.25,2.26,-0.46,0.03,-0.01,1.07,-1.19,0.89,-0.18,16637178
415616,0.05,1.01,0.10,-2.01,1.89,-1.19,0.03,-0.01,1.07,-1.13,0.64,-0.43,16633702
415627,0.06,1.01,0.09,-4.03,2.04,-1.34,0.03,-0.01,1.07,-1.16,0.49,-0.37,16631478
415638,0.05,1.01,0.10,-3.05,2.41,-1.89,0.03,-0.01,1.07,-0.95,0.52,-0.12,16635322
415650,0.05,1.02,0.11,-0.85,2.04,-1.46,0.03,-0.01,1.07,-1.01,0.52,-0.31,16635096
415662,0.05,1.02,0.11,-0.85,1.83,-1.01,0.03,-0.01,1.07,-0.98,0.46,-0.12,16634920
415674,0.05,1.02,0.10,-2.47,0.98,-0.49,0.03,-0.01,1.07,-1.10,0.64,-0.31,16634459
415685,0.05,1.01,0.10,-3.72,2.32,-2.11,0.03,-0.01,1.07,-1.19,0.64,-0.24,16633463
415697,0.05,1.02,0.10,-2.53,2.38,-1.62,0.03,-0.01,1.07,-1.10,0.58,-0.40,16632378
415709,0.05,1.03,0.11,-0.58,2.01,-1.25,0.03,-0.01,1.07,-1.13,0.49,-0.27,16633004
415721,0.05,1.02,0.11,-1.37,2.35,-1.40,0.03,-0.01,1.07,-0.95,0.85,-0.58,16635023
415732,0.05,1.02,0.10,-3.05,2.17,-1.50,0.03,-0.01,1.07,-1.16,0.76,-0.37,16634361
415744,0.05,1.02,0.10,-3.42,2.01,-1.92,0.03,-0.01,1.07,-0.92,0.73,-0.49,16634784
415756,0.05,1.02,0.11,-2.08,2.35,-1.34,0.03,-0.01,1.07,-0.89,0.82,-0.40,16634950
415767,0.05,1.03,0.11,-1.07,2.35,-1.43,0.03,-0.01,1.07,-1.07,0.46,-0.09,16636610
415779,0.05,1.02,0.11,-1.62,2.35,-1.37,0.03,-0.01,1.07,-1.25,0.89,-0.34,16635006
415791,0.05,1.02,0.10,-3.05,2.14,-1.59,0.03,-0.01,1.07,-1.16,0.76,-0.43,16635074
415803,0.05,1.02,0.10,-2.99,2.20,-1.68,0.03,-0.01,1.07,-1.34,0.67,-0.27,16637293
415814,0.05,1.02,0.11,-1.83,2.26,-1.65,0.03,-0.01,1.07,-1.10,0.61,-0.27,16637827
415825,0.05,1.02,0.11,-1.50,2.35,-1.25,0.03,-0.01,1.07,-0.89,0.70,-0.06,16635985
415838,0.05,1.02,0.11,-2.08,2.08,-1.56,0.03,-0.01,1.07,-1.25,0.67,-0.12,16636184
415849,0.05,1.02,0.10,-2.90,2.20,-1.43,0.03,-0.01,1.07,-0.92,0.89,-0.18,16636117
415861,0.05,1.02,0.10,-2.69,2.29,-1.65,0.03,-0.01,1.07,-1.04,0.85,-0.18,16634862
415873,0.05,1.02,0.11,-1.77,2.32,-1.19,0.03,-0.01,1.07,-0.92,0.85,-0.09,16635241
415885,0.05,1.02,0.11,-1.65,2.26,-1.46,0.03,-0.01,1.07,-1.16,0.61,-0.34,16634040
415896,0.05,1.02,0.10,-2.35,2.14,-1.40,0.03,-0.01,1.07,-1.01,0.76,-0.09,16632442
415907,0.05,1.02,0.10,-2.47,2.04,-1.46,0.03,-0.01,1.07,-1.28,0.95,-0.64,16633534
415920,0.05,1.02,0.10,-2.17,2.23,-1.53,0.03,-0.01,1.07,-1.07,0.70,-0.37,16633095
415931,0.05,1.02,0.11,-1.89,2.23,-1.62,0.03,-0.01,1.07,-0.89,0.85,-0.15,16631829
415943,0.05,1.02,0.11,-1.95,2.01,-1.16,0.03,-0.01,1.07,-1.13,0.64,-0.31,16630495
415954,0.05,1.02,0.10,-2.50,2.32,-1.53,0.03,-0.01,1.07,-1.01,0.76,-0.27,16631814
415967,0.05,1.02,0.10,-2.41,2.26,-1.77,0.03,-0.01,1.07,-1.04,0.67,-0.46,16635904
415978,0.05,1.02,0.10,-2.41,2.01,-0.95,0.03,-0.01,1.07,-1.07,0.64,-0.43,16636063
415990,0.05,1.02,0.11,-1.80,2.17,-1.31,0.03,-0.01,1.07,-0.82,0.82,-0.27,16633528
416002,0.05,1.02,0.11,-2.17,2.29,-1.40,0.03,-0.01,1.07,-1.04,0.61,-0.21,16633516
416013,0.05,1.02,0.10,-2.47,2.32,-1.43,0.03,-0.01,1.07,-1.04,0.67,-0.27,16633471
416025,0.05,1.02,0.10,-2.44,2.29,-1.56,0.03,-0.01,1.07,-1.07,0.64,-0.12,16633080
416036,0.05,1.02,0.11,-2.32,2.14,-1.19,0.03,-0.01,1.07,-1.01,0.64,-0.15,16634242
