time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
56380,0.05,1.02,0.10,-2.93,2.35,-1.53,0.03,-0.01,1.07,-1.04,0.82,-0.21,16633565
56390,0.05,1.02,0.10,-3.42,2.23,-1.92,0.03,-0.01,1.07,-1.16,0.85,-0.31,16635564
56400,0.06,1.02,0.10,-2.99,2.20,-2.53,0.03,-0.01,1.07,-1.07,0.67,-0.21,16632199
56411,0.05,1.02,0.10,-3.81,2.32,-1.92,0.03,-0.01,1.07,-1.13,0.70,-0.61,16632298
56421,0.05,1.02,0.10,-3.75,2.14,-2.08,0.03,-0.01,1.07,-0.85,0.67,-0.55,16634267
56430,0.05,1.02,0.10,-3.54,2.62,-1.56,0.03,-0.01,1.07,-1.25,0.73,-0.49,16632239
56442,0.05,1.02,0.10,-3.36,2.81,-1.43,0.03,-0.01,1.07,-1.10,0.79,-0.31,16630991
56454,0.05,1.02,0.10,-3.20,2.59,-1.65,0.03,-0.01,1.07,-1.28,0.64,-0.18,16634737
56465,0.05,1.02,0.10,-3.02,2.47,-1.80,0.03,-0.01,1.07,-1.22,0.64,-0.27,16634968
56477,0.05,1.02,0.11,-2.78,2.11,-1.77,0.03,-0.01,1.07,-1.01,0.82,-0.15,16634870
56488,0.05,1.03,0.11,-1.74,1.89,-1.59,0.03,-0.01,1.07,-1.01,0.76,-0.40,16636944
56501,0.05,1.03,0.11,-1.31,2.01,-1.59,0.03,-0.01,1.07,-1.04,0.73,-0.52,16636547
56512,0.05,1.03,0.11,-0.79,2.23,-0.95,0.03,-0.01,1.07,-1.16,0.85,-0.52,16634312
56524,0.05,1.02,0.11,-1.62,1.89,-1.07,0.03,-0.01,1.07,-1.19,0.70,-0.34,16633241
56536,0.05,1.02,0.10,-2.69,1.83,-1.56,0.03,-0.01,1.07,-1.34,0.70,-0.34,16634299
56547,0.05,1.02,0.10,-3.48,1.98,-1.89,0.03,-0.01,1.07,-1.19,0.82,-0.34,16634892
56559,0.05,1.02,0.10,-3.11,2.38,-1.68,0.03,-0.01,1.07,-1.04,0.76,-0.46,16632418
56570,0.05,1.02,0.11,-1.95,2.29,-1.50,0.03,-0.01,1.07,-1.22,0.40,-0.43,16632408
