time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
109486,0.05,1.03,0.11,-0.89,2.01,-1.34,0.03,-0.01,1.07,-0.92,0.67,-0.18,16633768
109496,0.05,1.03,0.11,0.61,0.55,-1.10,0.03,-0.01,1.07,-1.34,0.82,-0.27,16635530
109507,0.05,1.03,0.10,-2.84,1.95,-1.04,0.03,-0.01,1.07,-0.82,0.64,-0.37,16633135
109519,0.05,1.02,0.10,-4.46,2.62,-1.71,0.03,-0.01,1.07,-1.19,0.73,-0.46,16634256
109531,0.05,1.01,0.09,-6.44,2.72,-2.41,0.03,-0.01,1.07,-1.37,0.85,-0.09,16634775
109542,0.06,1.01,0.10,-6.35,2.11,-2.75,0.03,-0.01,1.07,-1.04,0.73,-0.46,16633526
109554,0.05,1.02,0.10,-3.78,2.56,-1.53,0.03,-0.01,1.07,-0.98,0.76,-0.27,16633050
109565,0.05,1.04,0.12,0.27,2.04,-1.16,0.03,-0.01,1.07,-0.95,0.46,-0.43,16632241
109578,0.05,1.04,0.12,1.40,1.92,-0.12,0.03,-0.01,1.07,-1.07,0.70,-0.06,16633184
109589,0.05,1.03,0.11,-0.98,2.32,-1.07,0.03,-0.01,1.07,-1.25,0.73,-0.34,16632659
109601,0.05,1.01,0.10,-3.91,2.11,-1.86,0.03,-0.01,1.07,-1.01,0.79,-0.37,16635173
109613,0.06,1.01,0.10,-5.13,2.04,-2.14,0.03,-0.01,1.07,-1.46,0.64,-0.27,16637584
109624,0.05,1.02,0.10,-3.63,2.35,-1.74,0.03,-0.01,1.07,-0.70,0.92,-0.49,16634150
109636,0.05,1.03,0.11,-0.82,2.38,-1.25,0.03,-0.01,1.07,-0.92,0.58,-0.40,16635022
109647,0.05,1.03,0.11,-0.31,2.44,-0.95,0.03,-0.01,1.07,-1.10,0.79,-0.37,16636352
109660,0.05,1.02,0.11,-1.53,2.32,-1.25,0.03,-0.01,1.07,-1.19,0.79,-0.37,16635050
109671,0.05,1.02,0.10,-3.39,2.32,-1.77,0.03,-0.01,1.07,-1.43,0.79,-0.70,16632763
109683,0.05,1.01,0.10,-4.15,2.01,-2.04,0.03,-0.01,1.07,-1.01,0.73,-0.09,16634650
109694,0.05,1.02,0.10,-2.90,2.26,-1.53,0.03,-0.01,1.07,-0.98,0.67,-0.46,16633455
109706,0.05,1.03,0.11,-0.73,2.26,-1.31,0.03,-0.01,1.07,-1.10,0.79,-0.21,16633866
109718,0.05,1.03,0.11,-0.79,2.20,-1.22,0.03,-0.01,1.07,-1.34,0.61,-0.31,16633338
109729,0.05,1.02,0.10,-2.38,2.29,-1.65,0.03,-0.01,1.07,-0.92,1.10,-0.46,16631846
