time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
300967,0.06,1.02,0.10,-1.95,1.43,-1.46,0.03,-0.01,1.07,-1.13,0.64,-0.24,16635290
300978,0.05,1.02,0.10,-0.76,-0.03,-1.13,0.03,-0.01,1.07,-1.34,0.61,-0.03,16634469
300988,0.05,1.02,0.10,-3.14,1.92,-1.40,0.03,-0.01,1.07,-0.85,0.73,-0.49,16634849
300997,0.05,1.02,0.11,-1.68,1.71,-1.56,0.03,-0.01,1.07,-0.95,0.67,-0.49,16635580
301007,0.05,1.02,0.11,-1.46,1.68,-1.77,0.03,-0.01,1.07,-1.31,0.70,-0.43,16635015
301018,0.05,1.02,0.10,-1.59,1.65,-1.34,0.03,-0.01,1.07,-1.13,0.64,-0.21,16633045
301028,0.05,1.02,0.11,-1.77,2.69,-0.98,0.03,-0.01,1.07,-0.95,0.70,-0.15,16632526
301039,0.05,1.02,0.11,-1.46,1.86,-1.56,0.03,-0.01,1.07,-0.82,0.61,-0.09,16634495
301051,0.05,1.02,0.10,-2.78,2.23,-1.10,0.03,-0.01,1.07,-1.04,0.76,-0.43,16633637
301063,0.05,1.02,0.10,-2.69,2.08,-1.59,0.03,-0.01,1.07,-1.28,0.67,-0.24,16635931
301075,0.05,1.02,0.10,-2.32,2.50,-1.31,0.03,-0.01,1.07,-1.22,1.04,-0.18,16634971
301086,0.05,1.02,0.11,-1.77,2.44,-1.37,0.03,-0.01,1.07,-1.28,0.70,-0.40,16634575
301099,0.05,1.02,0.11,-1.83,1.98,-1.53,0.03,-0.01,1.07,-1.37,0.85,-0.52,16635573
301110,0.05,1.02,0.10,-2.50,2.20,-1.53,0.03,-0.01,1.07,-1.28,0.76,-0.18,16632353
301121,0.05,1.02,0.10,-2.26,2.26,-1.71,0.03,-0.01,1.07,-0.92,0.76,-0.40,16633117
301133,0.05,1.02,0.11,-2.08,2.32,-1.71,0.03,-0.01,1.07,-0.98,0.61,-0.37,16636251
301145,0.05,1.02,0.11,-1.80,2.29,-1.34,0.03,-0.01,1.07,-1.07,1.01,-0.27,16635445
301157,0.05,1.02,0.11,-2.08,2.17,-1.37,0.03,-0.01,1.07,-1.25,0.76,-0.12,16636164
301168,0.05,1.02,0.10,-2.44,2.11,-1.56,0.03,-0.01,1.07,-1.13,0.49,-0.37,16633985
301180,0.05,1.02,0.10,-2.56,2.47,-1.34,0.03,-0.01,1.07,-1.13,0.73,-0.34,16633239
301192,0.05,1.02,0.11,-1.86,2.26,-1.50,0.03,-0.01,1.07,-0.98,0.67,-0.55,16632668
301203,0.05,1.02,0.11,-2.11,2.14,-1.37,0.03,-0.01,1.07,-1.07,0.55,-0.61,16633295
301215,0.05,1.02,0.10,-2.17,2.38,-1.25,0.03,-0.01,1.07,-1.07,0.70,-0.27,16635196
301227,0.05,1.02,0.10,-2.59,2.29,-1.50,0.03,-0.01,1.07,-1.07,0.61,-0.24,16635523
301239,0.05,1.02,0.10,-2.47,2.17,-1.59,0.03,-0.01,1.07,-1.07,0.61,-0.18,16634471
301250,0.05,1.02,0.10,-1.95,1.95,-1.59,0.03,-0.01,1.07,-1.16,0.58,-0.34,16633568
301262,0.05,1.02,0.11,-2.14,2.23,-1.50,0.03,-0.01,1.07,-1.25,0.52,-0.37,16634822
301274,0.05,1.02,0.10,-2.23,2.20,-1.50,0.03,-0.01,1.07,-1.16,0.64,-0.37,16633826
301286,0.05,1.02,0.10,-2.38,2.11,-1.74,0.03,-0.01,1.07,-1.07,0.49,-0.31,16634931
301297,0.05,1.02,0.10,-2.38,2.26,-1.68,0.03,-0.01,1.07,-1.16,0.76,-0.21,16636984
301308,0.05,1.02,0.11,-2.08,2.32,-1.07,0.03,-0.01,1.07,-1.37,0.79,-0.37,16634725
301321,0.05,1.02,0.11,-2.20,1.95,-1.37,0.03,-0.01,1.07,-0.98,0.82,-0.55,16634902
301332,0.05,1.02,0.10,-2.35,2.20,-1.62,0.03,-0.01,1.07,-1.10,0.92,-0.18,16634516
301344,0.05,1.02,0.10,-2.11,2.08,-1.37,0.03,-0.01,1.07,-1.01,0.67,-0.31,16635345
301356,0.05,1.02,0.11,-2.29,2.11,-1.53,0.03,-0.01,1.07,-1.10,0.67,-0.31,16633494
301368,0.05,1.02,0.11,-2.11,2.14,-1.07,0.03,-0.01,1.07,-1.22,0.82,-0.24,16632479
301379,0.05,1.02,0.11,-2.44,2.23,-1.25,0.03,-0.01,1.07,-1.31,0.85,-0.43,16632410
301390,0.05,1.02,0.10,-2.14,2.23,-1.01,0.03,-0.01,1.07,-1.07,0.52,-0.37,16632566
301403,0.05,1.02,0.10,-2.35,2.32,-1.53,0.03,-0.01,1.07,-1.28,0.46,-0.43,16634469
301414,0.05,1.02,0.10,-2.29,2.41,-1.50,0.03,-0.01,1.07,-1.01,0.76,-0.55,16636383
301426,0.05,1.02,0.10,-2.11,2.08,-1.62,0.03,-0.01,1.07,-1.31,0.73,-0.46,16635271
301437,0.05,1.02,0.10,-2.17,2.35,-1.40,0.03,-0.01,1.07,-1.19,0.89,-0.15,16633735
301450,0.05,1.02,0.10,-2.26,2.14,-1.37,0.03,-0.01,1.07,-1.22,0.61,-0.31,16633893
301461,0.05,1.02,0.10,-2.14,2.23,-1.68,0.03,-0.01,1.07,-1.07,0.70,-0.40,16636576
301472,0.05,1.02,0.10,-2.14,2.14,-1.28,0.03,-0.01,1.07,-1.04,0.79,-0.55,16633420
301485,0.05,1.02,0.10,-2.26,2.11,-1.31,0.03,-0.01,1.07,-0.85,0.76,-0.31,16633537
301496,0.05,1.02,0.11,-2.38,2.14,-1.40,0.03,-0.01,1.07,-1.28,0.82,-0.40,16634496
301508,0.05,1.02,0.11,-2.38,2.17,-1.50,0.03,-0.01,1.07,-0.95,0.76,-0.37,16633969
301519,0.05,1.02,0.11,-2.23,2.04,-1.34,0.03,-0.01,1.07,-1.37,0.70,-0.18,16635276
301532,0.05,1.02,0.11,-2.11,2.08,-1.34,0.03,-0.01,1.07,-1.13,0.67,-0.06,16634142
301543,0.05,1.02,0.11,-2.29,2.20,-1.43,0.03,-0.01,1.07,-1.16,0.67,-0.37,16633686
301555,0.05,1.02,0.10,-2.26,2.47,-1.62,0.03,-0.01,1.07,-1.01,0.64,-0.34,16635805
301566,0.05,1.02,0.10,-2.14,2.14,-1.37,0.03,-0.01,1.07,-0.98,0.79,-0.46,16635386
301578,0.05,1.02,0.11,-2.38,2.23,-1.43,0.03,-0.01,1.07,-1.04,0.43,-0.43,16633933
