time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
205803,0.06,1.02,0.08,-1.46,0.52,-1.53,0.03,-0.01,1.07,-1.07,0.55,-0.27,16634829
205813,0.06,1.02,0.08,-2.29,1.28,-2.20,0.03,-0.01,1.07,-1.22,0.85,-0.34,16634181
205825,0.06,1.02,0.08,-4.21,0.89,-1.86,0.03,-0.01,1.07,-1.40,0.67,-0.37,16631926
205836,0.05,1.01,0.08,-6.96,2.41,-2.38,0.03,-0.01,1.07,-1.19,0.46,-0.18,16636069
205847,0.05,1.00,0.08,-8.76,2.87,-3.57,0.03,-0.01,1.07,-1.10,0.76,-0.18,16635644
205859,0.05,1.02,0.09,-7.26,2.23,-2.14,0.03,-0.01,1.07,-1.34,0.64,-0.37,16631735
205871,0.05,1.03,0.11,-2.59,2.20,-1.77,0.03,-0.01,1.07,-1.22,0.82,-0.40,16634109
205883,0.04,1.04,0.12,1.74,2.47,-0.31,0.03,-0.01,1.07,-1.10,0.85,-0.34,16633991
205894,0.05,1.04,0.12,2.01,2.26,-0.64,0.03,-0.01,1.07,-1.25,0.70,-0.15,16633431
205906,0.05,1.02,0.10,-2.04,2.26,-1.22,0.03,-0.01,1.07,-1.37,0.64,-0.46,16634073
205918,0.06,1.01,0.09,-5.49,2.04,-2.50,0.03,-0.01,1.07,-1.13,0.64,-0.37,16634781
205929,0.05,1.01,0.10,-4.49,2.29,-2.01,0.03,-0.01,1.07,-0.95,0.67,-0.27,16634102
205941,0.05,1.03,0.11,-0.85,2.35,-1.19,0.03,-0.01,1.07,-1.07,0.37,-0.18,16633809
205953,0.05,1.03,0.11,0.12,2.08,-1.01,0.03,-0.01,1.07,-0.98,0.49,-0.21,16636626
205965,0.05,1.02,0.11,-1.53,2.38,-1.40,0.03,-0.01,1.07,-1.13,0.58,-0.31,16635417
205976,0.06,1.01,0.10,-4.36,2.38,-1.77,0.03,-0.01,1.07,-1.31,0.79,-0.31,16632970
205988,0.05,1.01,0.10,-3.97,2.11,-1.77,0.03,-0.01,1.07,-1.25,0.70,-0.21,16632643
206000,0.05,1.03,0.11,-1.65,2.29,-1.46,0.03,-0.01,1.07,-0.98,0.70,-0.12,16632693
206012,0.05,1.03,0.11,-0.49,2.17,-0.92,0.03,-0.01,1.07,-1.13,0.67,-0.49,16632409
206023,0.05,1.02,0.11,-1.68,2.29,-1.04,0.03,-0.01,1.07,-1.04,0.64,-0.43,16632439
206034,0.05,1.02,0.10,-3.57,2.38,-1.83,0.03,-0.01,1.07,-1.31,0.95,-0.37,16632086
206047,0.05,1.02,0.10,-3.69,2.35,-1.65,0.03,-0.01,1.07,-1.13,0.85,-0.55,16633373
206058,0.05,1.02,0.11,-2.08,2.32,-1.43,0.03,-0.01,1.07,-0.49,0.70,-0.21,16634236
206070,0.05,1.03,0.11,-0.85,2.26,-1.19,0.03,-0.01,1.07,-0.85,0.70,-0.37,16632328
206082,0.05,1.02,0.11,-1.71,2.17,-1.19,0.03,-0.01,1.07,-1.34,0.92,-0.31,16630949
206094,0.05,1.02,0.10,-3.14,2.17,-1.59,0.03,-0.01,1.07,-1.25,0.89,0.06,16632615
206105,0.05,1.02,0.10,-3.17,2.08,-1.50,0.03,-0.01,1.07,-1.13,0.61,-0.31,16636230
206116,0.05,1.02,0.11,-2.20,2.38,-1.40,0.03,-0.01,1.07,-0.82,0.64,-0.40,16634645
206129,0.05,1.03,0.11,-1.40,2.23,-1.37,0.03,-0.01,1.07,-1.01,0.76,-0.52,16631714
206140,0.05,1.02,0.11,-1.83,2.44,-1.34,0.03,-0.01,1.07,-1.19,0.95,-0.31,16635001
