time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
745702,0.05,1.02,0.10,-1.25,2.01,-1.16,0.03,-0.01,1.07,-1.31,0.46,-0.15,16632919
745712,0.06,1.01,0.08,-6.59,2.44,-2.81,0.03,-0.01,1.07,-1.37,0.58,-0.46,16633989
745722,0.05,1.00,0.08,-12.42,3.36,-2.56,0.03,-0.01,1.07,-0.92,0.79,-0.46,16635335
745733,0.06,0.99,0.08,-10.35,1.80,-4.03,0.03,-0.01,1.07,-1.13,0.64,-0.31,16634825
745742,0.06,1.00,0.09,-8.00,1.98,-2.93,0.03,-0.01,1.07,-1.43,0.89,-0.40,16634077
745753,0.05,1.04,0.11,-2.44,2.47,-1.37,0.03,-0.01,1.07,-0.85,0.52,-0.12,16631654
745765,0.05,1.06,0.14,4.21,2.26,-0.85,0.03,-0.01,1.07,-0.92,0.40,-0.40,16630825
745777,0.04,1.05,0.13,3.54,2.04,0.34,0.03,-0.01,1.07,-0.64,0.46,-0.31,16632609
745789,0.05,1.02,0.11,-1.16,2.04,-1.31,0.03,-0.01,1.07,-1.56,1.07,-0.21,16634687
745800,0.06,1.00,0.09,-5.89,2.11,-2.26,0.03,-0.01,1.07,-1.62,0.67,-0.46,16634933
745812,0.06,1.00,0.09,-7.69,2.08,-2.47,0.03,-0.01,1.07,-0.92,0.85,-0.52,16634305
745824,0.05,1.02,0.10,-4.52,2.23,-2.08,0.03,-0.01,1.07,0.12,0.34,-0.52,16633236
745835,0.05,1.04,0.12,0.49,2.32,-0.82,0.03,-0.01,1.07,-1.28,0.64,-0.21,16634490
745847,0.05,1.04,0.12,1.95,2.04,-0.55,0.03,-0.01,1.07,-1.22,0.92,-0.15,16637559
745859,0.05,1.03,0.11,-0.82,1.98,-0.89,0.03,-0.01,1.07,-0.61,0.55,-0.24,16636731
745871,0.05,1.01,0.10,-4.06,2.20,-1.98,0.03,-0.01,1.07,-1.25,0.79,-0.43,16636139
745882,0.05,1.01,0.09,-5.62,2.26,-2.41,0.03,-0.01,1.07,-1.37,0.85,-0.18,16635310
745894,0.05,1.02,0.10,-3.51,2.14,-1.71,0.03,-0.01,1.07,-0.55,0.52,-0.24,16634764
745906,0.05,1.03,0.11,-0.52,2.11,-1.46,0.03,-0.01,1.07,-0.85,0.61,-0.31,16632949
745918,0.05,1.03,0.11,0.34,2.32,-0.95,0.03,-0.01,1.07,-1.56,0.89,-0.40,16630135
745929,0.05,1.02,0.11,-1.37,2.20,-1.28,0.03,-0.01,1.07,-1.28,0.61,-0.03,16631139
745940,0.05,1.01,0.10,-3.48,2.14,-1.74,0.03,-0.01,1.07,-0.67,0.70,-0.18,16634697
745953,0.05,1.01,0.10,-4.46,2.32,-2.08,0.03,-0.01,1.07,-1.25,1.13,-0.24,16633006
745964,0.05,1.02,0.10,-2.81,2.14,-1.56,0.03,-0.01,1.07,-1.22,0.64,-0.34,16631840
745976,0.05,1.03,0.11,-0.73,1.98,-1.40,0.03,-0.01,1.07,-0.85,0.58,-0.40,16634563
