time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
1941553,0.12,1.02,-0.06,-7.60,-3.42,-2.90,0.03,-0.99,0.12,-0.18,2.81,-0.03,16606492
1941563,0.12,1.02,-0.07,-8.00,-4.15,-4.30,0.03,-0.99,0.12,-1.04,2.44,-0.24,16607292
1941574,0.12,1.03,-0.06,-8.36,-5.40,-5.04,0.03,-1.00,0.13,-0.55,2.14,-0.55,16607542
1941586,0.11,1.04,-0.06,-8.03,-5.49,-6.62,0.02,-1.00,0.13,1.25,2.81,-0.67,16610148
1941598,0.11,1.05,-0.06,-6.35,-5.83,-8.45,0.02,-1.00,0.13,1.86,-0.43,-0.82,16608486
1941610,0.11,1.05,-0.05,-4.94,-5.55,-9.12,0.02,-0.99,0.13,1.59,0.34,0.27,16608396
1941621,0.10,1.05,-0.05,-4.46,-5.37,-9.28,0.02,-0.99,0.13,-1.68,2.01,-0.52,16610354
1941634,0.09,1.04,-0.05,-4.24,-5.10,-8.15,0.02,-0.99,0.13,0.00,2.81,-0.61,16608566
1941645,0.08,1.04,-0.05,-3.81,-5.58,-6.74,0.01,-1.00,0.13,1.34,1.31,-0.40,16609544
1941657,0.07,1.03,-0.05,-3.66,-5.58,-5.40,0.01,-1.00,0.13,2.04,0.40,-0.34,16607851
1941668,0.07,1.03,-0.04,-3.36,-5.13,-4.88,0.01,-1.00,0.13,1.80,0.85,-0.55,16608657
1941680,0.06,1.02,-0.04,-2.59,-5.00,-5.13,0.01,-0.99,0.13,-0.18,0.00,-2.23,16608694
1941692,0.06,1.02,-0.03,-2.87,-4.21,-4.76,0.02,-0.99,0.13,-2.44,-0.24,-3.05,16610157
1941703,0.05,1.01,-0.03,-2.62,-3.17,-5.34,0.02,-0.99,0.13,-1.34,0.89,-1.50,16608155
1941715,0.05,1.01,-0.02,-2.81,-2.69,-5.65,0.02,-0.99,0.13,0.31,2.11,0.12,16608326
1941727,0.04,1.01,-0.02,-3.27,-2.20,-5.16,0.02,-0.98,0.13,-0.03,0.61,0.95,16607009
1941739,0.04,1.00,-0.02,-3.51,-1.56,-4.24,0.02,-0.98,0.13,-1.13,0.58,1.16,16607671
1941750,0.03,1.00,-0.02,-3.81,-1.13,-3.27,0.02,-0.99,0.13,-0.58,-0.06,-0.85,16607413
1941763,0.03,1.00,-0.02,-4.12,-0.37,-1.86,0.02,-1.00,0.13,-0.55,1.34,-2.53,16609626
1941774,0.02,1.00,-0.02,-4.09,0.37,-0.37,0.02,-1.00,0.13,-0.43,-0.12,-1.89,16608241
1941786,0.02,1.00,-0.02,-4.03,1.25,1.04,0.02,-1.00,0.13,1.59,1.77,-0.09,16607460
1941797,0.02,1.00,-0.02,-3.27,2.17,1.62,0.02,-1.00,0.13,1.31,1.10,0.21,16607921
1941809,0.02,1.01,-0.02,-3.23,2.35,1.92,0.03,-1.00,0.13,-0.18,0.82,-0.21,16610213
1941821,0.02,1.01,-0.02,-3.17,3.45,1.62,0.03,-1.00,0.13,0.27,1.16,-1.98,16610448
1941832,0.02,1.01,-0.02,-3.17,4.33,1.19,0.02,-1.00,0.13,0.00,1.01,-2.59,16609072
1941844,0.02,1.01,-0.02,-3.36,5.34,0.85,0.02,-1.00,0.13,1.28,0.24,-1.50,16608609
1941856,0.03,1.01,-0.02,-3.60,5.95,0.70,0.02,-0.99,0.13,1.19,0.18,-0.67,16608206
1941868,0.03,1.02,-0.03,-3.63,6.10,1.10,0.02,-0.98,0.13,1.25,0.79,0.82,16608906
1941879,0.04,1.02,-0.03,-3.78,5.68,1.01,0.02,-0.98,0.13,1.04,0.15,0.64,16607858
1941892,0.05,1.02,-0.03,-3.94,4.97,0.18,0.02,-0.98,0.13,-1.56,-1.22,0.03,16609452
1941903,0.06,1.02,-0.03,-4.27,4.43,0.15,0.02,-0.98,0.13,0.00,-0.21,0.61,16609360
1941915,0.06,1.02,-0.03,-4.09,3.91,-0.82,0.02,-0.99,0.13,1.13,0.27,1.07,16607437
1941926,0.07,1.03,-0.03,-3.23,3.17,-1.86,0.02,-0.99,0.13,1.83,-0.34,0.31,16609006
1941938,0.07,1.03,-0.04,-2.99,2.81,-2.32,0.02,-1.00,0.13,1.13,-0.21,-0.55,16610996
1941950,0.08,1.03,-0.04,-2.50,2.53,-2.29,0.02,-1.00,0.13,0.98,0.06,-1.31,16608764
1941961,0.08,1.03,-0.04,-2.29,2.08,-1.71,0.02,-1.00,0.13,2.23,0.58,-1.62,16610241
1941974,0.08,1.03,-0.04,-2.08,1.28,-0.92,0.02,-0.99,0.14,2.38,-0.06,0.40,16608982
1941985,0.08,1.03,-0.04,-2.01,1.10,-0.82,0.02,-0.99,0.13,0.27,0.03,-0.55,16604891
1941997,0.08,1.02,-0.04,-2.59,0.89,-1.46,0.02,-0.99,0.13,0.89,0.52,-0.21,16606462
