time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
296226,0.05,1.04,0.10,0.85,1.37,-0.27,0.04,1.01,0.02,-0.37,0.55,-0.95,16638026
296239,0.05,1.02,0.09,-2.35,2.32,-1.46,0.04,1.01,0.01,-1.07,0.76,-0.82,16637388
296250,0.05,1.00,0.08,-4.00,2.01,-0.89,0.04,1.01,0.01,-1.22,0.55,-0.55,16635224
296262,0.05,1.02,0.10,0.67,2.26,-1.37,0.04,1.01,0.01,-0.89,0.46,-0.73,16633788
296273,0.05,1.03,0.10,2.23,1.86,-1.31,0.04,1.01,0.01,-0.64,0.61,-1.10,16634580
296285,0.05,1.02,0.10,-0.98,1.80,-0.73,0.04,1.01,0.01,-0.73,0.58,-0.79,16635995
296297,0.05,1.01,0.09,-4.06,1.65,-0.79,0.04,1.00,0.02,9.49,0.64,-0.70,16635005
296308,0.05,1.02,0.09,-2.87,1.80,-0.79,0.04,1.00,0.03,18.98,0.24,-0.79,16635499
296321,0.05,1.03,0.10,-0.58,2.08,-1.28,0.04,1.01,0.03,18.31,0.09,-0.70,16635221
296332,0.05,1.03,0.09,-1.43,1.80,-0.95,0.04,1.01,0.02,15.44,0.37,-0.92,16634633
296344,0.05,1.02,0.09,-3.39,1.95,-1.22,0.04,1.01,0.01,10.19,0.52,-0.49,16635542
296355,0.05,1.02,0.09,-3.05,2.08,-1.59,0.04,1.01,-0.00,4.58,0.18,-0.67,16636152
296368,0.05,1.03,0.10,-1.37,2.08,-1.56,0.04,1.01,-0.01,-0.89,0.43,-0.85,16636259
296379,0.05,1.03,0.10,-1.28,2.01,-1.80,0.04,1.01,-0.01,-1.46,0.52,-0.76,16637798
296390,0.05,1.02,0.09,-2.90,1.92,-1.22,0.04,1.01,-0.00,-0.12,0.55,-0.73,16637640
296402,0.05,1.02,0.09,-3.14,1.95,-1.31,0.04,1.01,-0.00,-1.43,0.58,-1.13,16641258
296414,0.05,1.02,0.10,-1.98,1.98,-1.22,0.04,1.01,-0.00,-1.19,0.64,-0.76,16640244
296426,0.05,1.03,0.10,-1.28,2.04,-1.19,0.04,1.01,-0.00,-0.58,0.52,-0.67,16634889
296437,0.05,1.02,0.09,-2.69,1.92,-1.28,0.04,1.01,-0.00,-1.34,0.49,-0.67,16633182
296450,0.05,1.02,0.09,-3.23,1.80,-1.34,0.04,1.01,-0.00,-0.76,0.61,-1.07,16633924
296461,0.05,1.02,0.10,-1.98,2.26,-1.43,0.04,1.01,-0.00,-1.04,0.49,-0.92,16637130
296473,0.05,1.03,0.10,-1.65,1.89,-1.16,0.04,1.01,-0.01,-0.92,0.82,-0.67,16637166
296484,0.05,1.02,0.10,-2.08,2.08,-1.25,0.04,1.01,-0.01,-0.95,0.34,-0.73,16637815
296497,0.05,1.02,0.09,-2.78,1.98,-1.19,0.04,1.01,-0.00,-1.50,0.55,-1.01,16639079
296508,0.05,1.02,0.09,-1.92,2.14,-1.31,0.04,1.01,-0.00,-1.13,0.55,-0.70,16639037
296519,0.05,1.02,0.09,-1.95,2.17,-1.59,0.04,1.01,0.00,-1.19,0.82,-1.07,16638080
296531,0.05,1.02,0.09,-2.47,2.08,-1.31,0.04,1.01,0.00,-0.85,0.73,-0.55,16636484
296543,0.05,1.02,0.09,-2.75,2.04,-1.16,0.04,1.01,-0.00,-0.70,0.55,-0.85,16633415
296555,0.05,1.02,0.09,-2.41,2.01,-1.04,0.04,1.01,-0.00,-0.98,0.79,-1.13,16634371
296566,0.05,1.02,0.09,-2.20,1.98,-1.53,0.04,1.01,-0.00,-0.76,0.46,-0.76,16634331
296579,0.05,1.02,0.09,-1.98,2.26,-1.46,0.04,1.01,-0.00,-0.79,0.70,-0.95,16631710
296590,0.05,1.02,0.09,-2.72,1.86,-1.07,0.04,1.01,-0.00,-1.19,0.55,-0.76,16634165
296602,0.05,1.02,0.09,-2.47,1.92,-1.31,0.04,1.01,-0.00,-1.13,0.37,-1.04,16635764
296613,0.05,1.02,0.10,-2.11,2.20,-1.37,0.04,1.01,-0.00,-0.92,0.55,-0.79,16637230
296625,0.05,1.02,0.09,-2.04,1.83,-1.37,0.04,1.01,-0.00,-0.61,0.58,-0.82,16638070
296637,0.05,1.02,0.09,-2.50,2.08,-1.31,0.04,1.01,-0.00,-1.10,0.67,-0.95,16634520
296648,0.05,1.02,0.09,-2.41,1.89,-1.34,0.04,1.01,-0.00,-0.92,0.85,-0.76,16635914
296660,0.05,1.02,0.10,-1.83,1.95,-1.19,0.04,1.01,-0.00,-0.95,0.67,-0.95,16636451
296672,0.05,1.02,0.10,-2.11,2.01,-1.28,0.04,1.01,-0.00,-1.10,0.52,-0.89,16635391
296684,0.05,1.02,0.09,-2.29,1.83,-1.10,0.04,1.01,-0.00,-1.13,0.27,-0.82,16635495
296695,0.05,1.02,0.09,-2.35,1.86,-1.37,0.04,1.01,-0.00,-0.95,0.61,-0.79,16636794
296708,0.05,1.02,0.09,-2.14,2.11,-1.46,0.04,1.01,-0.00,-1.22,0.64,-0.79,16635346
296719,0.05,1.02,0.09,-2.29,2.29,-1.10,0.03,1.01,-0.00,-0.85,0.43,-0.85,16635126
296730,0.05,1.02,0.09,-2.62,1.95,-1.22,0.04,1.01,-0.00,-0.70,0.55,-0.85,16636579
296742,0.05,1.02,0.09,-2.53,1.98,-1.34,0.04,1.01,-0.00,-0.61,0.46,-0.70,16635457
296754,0.05,1.02,0.09,-2.32,1.98,-1.25,0.04,1.01,-0.00,-0.67,0.89,-1.01,16635581
296766,0.05,1.02,0.09,-2.35,1.83,-1.04,0.04,1.01,-0.00,-0.98,0.67,-0.95,16636186
296777,0.05,1.02,0.10,-2.50,1.95,-1.13,0.04,1.01,-0.00,-1.19,0.46,-0.95,16636185
296790,0.05,1.02,0.10,-2.50,2.11,-1.40,0.04,1.01,-0.01,-1.01,0.76,-0.79,16634888
296801,0.05,1.02,0.10,-1.98,2.01,-1.40,0.04,1.01,-0.01,-1.10,0.58,-1.01,16635770
296813,0.05,1.02,0.10,-1.95,2.08,-1.37,0.04,1.01,-0.00,-1.40,0.55,-0.85,16636393
296824,0.05,1.02,0.09,-2.32,2.11,-1.34,0.04,1.01,-0.00,-0.40,0.58,-0.98,16636435
296837,0.05,1.02,0.09,-1.43,1.83,-1.65,0.04,1.01,-0.00,-0.89,0.49,-0.85,16636666
296848,0.05,1.02,0.09,-1.46,2.17,-1.22,0.04,1.01,-0.00,-0.61,0.52,-0.82,16634698
296859,0.05,1.02,0.10,-1.74,1.86,-1.22,0.04,1.01,-0.00,-1.19,0.43,-0.58,16634674
296871,0.05,1.02,0.10,-1.71,1.68,-1.53,0.04,1.01,-0.00,-0.98,0.43,-1.04,16633368
296883,0.05,1.02,0.10,-2.47,2.14,-1.10,0.04,1.01,-0.00,-1.13,0.40,-1.04,16634235
296895,0.05,1.02,0.09,-2.75,1.95,-1.28,0.04,1.01,-0.00,-0.82,0.31,-0.73,16636226
296906,0.05,1.02,0.09,-2.66,1.95,-1.13,0.04,1.01,-0.00,-1.04,0.58,-0.85,16636144
296919,0.05,1.02,0.09,-2.32,2.04,-1.37,0.04,1.01,0.00,-0.95,0.43,-1.01,16638257
296930,0.05,1.02,0.09,-2.56,2.14,-1.31,0.04,1.01,-0.00,-0.89,0.70,-0.89,16637409
296942,0.05,1.02,0.09,-2.32,2.11,-1.34,0.04,1.01,-0.00,-0.76,0.70,-0.92,16633463
296953,0.05,1.02,0.09,-2.29,2.14,-1.31,0.04,1.01,-0.00,-0.92,0.73,-0.73,16632788
296965,0.05,1.02,0.09,-2.32,2.11,-1.37,0.04,1.01,-0.00,-0.92,0.49,-0.73,16634824
296977,0.05,1.02,0.09,-2.23,2.08,-1.16,0.04,1.01,-0.00,-1.01,0.73,-0.67,16636545
