time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
5226,0.06,-1.00,0.06,0.79,1.59,1.04,0.04,0.01,1.10,-2.08,1.86,-0.67,16424561
5235,0.05,-0.98,0.06,0.49,0.67,-1.62,0.04,0.01,1.10,-2.23,1.83,-0.58,16428493
5245,0.06,-0.99,0.06,-0.37,0.82,-0.76,0.04,0.01,1.10,-2.38,1.59,-0.92,16433164
5258,0.06,-0.98,0.07,-2.53,0.46,0.67,0.04,0.01,1.10,-2.08,1.77,-0.58,16436216
5270,0.06,-0.99,0.06,-1.22,0.89,-1.80,0.04,0.01,1.10,-2.29,1.83,-0.79,16436843
5282,0.06,-0.99,0.06,-1.28,0.73,-0.21,0.04,0.01,1.10,-2.23,1.80,-0.67,16436450
5294,0.06,-0.99,0.06,-1.68,0.64,0.37,0.04,0.01,1.10,-1.98,1.71,-1.10,16436882
5306,0.06,-0.99,0.06,-1.16,0.73,-0.64,0.04,0.01,1.10,-2.17,1.65,-0.89,16436712
5318,0.06,-0.99,0.06,-1.22,0.76,-0.37,0.04,0.01,1.10,-2.14,1.68,-0.64,16436615
5329,0.06,-0.99,0.06,-1.13,0.85,-0.06,0.04,0.01,1.10,-2.47,1.83,-0.76,16436702
5342,0.06,-0.99,0.06,-1.13,0.67,-0.12,0.04,0.01,1.10,-2.17,1.59,-0.64,16436569
5354,0.06,-0.99,0.06,-1.10,0.82,-0.34,0.04,0.01,1.10,-2.38,1.74,-0.82,16436551
5365,0.06,-0.99,0.06,-1.04,0.92,-0.37,0.04,0.01,1.10,-2.32,1.68,-0.73,16436567
5378,0.06,-0.99,0.06,-1.46,0.92,-0.18,0.04,0.01,1.10,-2.14,1.71,-0.73,16436501
5390,0.06,-0.99,0.06,-1.13,1.07,-0.15,0.04,0.01,1.10,-2.35,1.83,-0.73,16436551
5401,0.06,-0.99,0.06,-1.28,0.73,-0.34,0.04,0.01,1.10,-2.26,1.80,-0.67,16436552
5413,0.06,-0.99,0.06,-1.07,0.70,-0.24,0.04,0.01,1.10,-2.29,1.68,-0.85,16436489
5426,0.06,-0.99,0.06,-1.25,0.79,-0.21,0.04,0.01,1.10,-2.17,1.62,-0.73,16436606
5438,0.06,-0.99,0.06,-1.22,1.10,-0.34,0.04,0.01,1.10,-2.29,1.98,-0.67,16436726
5449,0.06,-0.99,0.06,-1.37,0.85,-0.09,0.04,0.01,1.10,-2.11,1.83,-0.73,16436694
5462,0.06,-0.99,0.06,-1.16,0.85,-0.12,0.04,0.01,1.10,-2.32,1.65,-0.70,16436758
5474,0.06,-0.99,0.06,-1.22,0.73,0.12,0.04,0.01,1.10,-2.23,1.65,-0.85,16436654
5485,0.06,-0.99,0.06,-1.25,0.82,-0.37,0.04,0.01,1.10,-2.23,1.62,-0.98,16436488
5497,0.06,-0.99,0.06,-1.34,0.70,-0.15,0.04,0.01,1.10,-2.26,1.83,-0.85,16436547
5510,0.06,-0.99,0.06,-1.31,0.46,-0.09,0.04,0.01,1.10,-2.14,1.56,-0.89,16436593
5521,0.06,-0.99,0.06,-1.25,0.73,-0.18,0.04,0.01,1.10,-2.08,1.56,-0.76,16436615
5533,0.06,-0.99,0.06,-0.95,0.79,0.06,0.04,0.01,1.10,-1.92,1.77,-0.85,16436606
5545,0.06,-0.99,0.06,-1.31,0.95,-0.15,0.04,0.01,1.10,-2.29,1.83,-1.01,16436576
5558,0.06,-0.99,0.06,-0.98,0.82,-0.03,0.04,0.01,1.10,-2.11,1.71,-0.85,16436815
5569,0.06,-0.99,0.06,-1.13,0.82,0.00,0.04,0.01,1.10,-2.17,1.83,-0.73,16436794
5581,0.06,-0.99,0.06,-1.28,0.85,-0.15,0.04,0.01,1.10,-2.20,1.71,-0.92,16436608
5594,0.06,-0.99,0.06,-1.46,0.64,-0.18,0.04,0.01,1.10,-2.17,1.83,-0.82,16436567
5605,0.06,-0.99,0.06,-1.34,0.92,-0.12,0.04,0.01,1.10,-2.41,1.98,-0.89,16436590
5617,0.06,-0.99,0.06,-1.19,0.61,-0.18,0.04,0.01,1.10,-2.23,1.68,-0.82,16436735
5629,0.06,-0.99,0.06,-1.25,0.82,-0.37,0.04,0.01,1.10,-2.53,1.71,-1.04,16436601
5641,0.06,-0.99,0.06,-1.16,0.64,-0.18,0.04,0.01,1.10,-2.23,1.77,-0.82,16436651
5653,0.06,-0.99,0.06,-1.22,0.89,-0.31,0.04,0.01,1.10,-2.29,1.86,-0.95,16436710
5665,0.06,-0.99,0.06,-1.22,0.85,0.03,0.04,0.01,1.10,-2.17,1.68,-0.85,16436753
5677,0.06,-0.99,0.06,-1.59,0.70,-0.27,0.04,0.01,1.10,-2.17,1.83,-0.82,16436860
5689,0.06,-0.99,0.06,-1.16,0.67,-0.27,0.04,0.01,1.10,-2.29,1.92,-0.89,16436769
5701,0.06,-0.99,0.06,-1.22,0.76,-0.27,0.04,0.01,1.10,-2.23,1.62,-0.73,16436664
5713,0.06,-0.99,0.06,-1.46,0.98,0.00,0.04,0.01,1.10,-2.14,1.80,-0.85,16436733
5725,0.06,-0.99,0.06,-1.28,0.67,-0.12,0.04,0.01,1.10,-2.44,1.56,-0.52,16436813
5737,0.06,-0.99,0.06,-1.40,0.79,-0.09,0.04,0.01,1.10,-2.20,1.68,-0.61,16436783
5749,0.06,-0.99,0.06,-1.04,0.70,-0.15,0.04,0.01,1.10,-2.35,1.80,-0.82,16436770
5761,0.06,-0.99,0.06,-1.25,0.85,0.06,0.04,0.01,1.10,-2.50,1.92,-0.67,16436688
5773,0.06,-0.99,0.06,-1.13,0.82,0.00,0.04,0.01,1.10,-2.01,1.68,-0.79,16436649
5785,0.06,-0.99,0.06,-1.46,0.79,-0.43,0.04,0.01,1.10,-2.29,1.77,-1.04,16436747
5796,0.06,-0.99,0.06,-1.19,0.82,-0.15,0.04,0.01,1.10,-2.20,1.80,-0.64,16436733
