time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
351954,0.04,1.02,0.09,-2.38,2.26,-1.19,-0.09,0.36,1.00,0.03,0.52,-0.46,16645818
351965,0.04,1.02,0.10,-1.74,2.01,-1.25,-0.09,0.36,1.00,0.76,0.37,-0.61,16642782
351975,0.04,1.02,0.09,-2.14,1.98,-1.62,-0.09,0.36,1.00,0.92,-0.18,-0.43,16644603
351985,0.04,1.02,0.10,-2.04,1.68,-1.31,-0.09,0.36,1.00,3.69,-0.58,0.70,16642547
351996,0.04,1.03,0.10,-1.53,2.01,-1.62,-0.09,0.36,1.00,3.69,0.06,0.49,16642385
352008,0.04,1.03,0.10,-0.27,1.74,-1.53,-0.09,0.36,1.00,3.33,0.34,0.40,16642285
352020,0.04,1.02,0.09,-1.71,1.68,-1.37,-0.08,0.36,0.99,0.15,0.18,-0.82,16639719
352031,0.05,1.02,0.09,-1.71,1.16,-1.37,-0.08,0.36,0.99,-0.85,-0.03,-0.61,16637610
352044,0.05,1.03,0.10,-1.10,1.07,-1.53,-0.09,0.36,0.99,1.95,0.24,0.00,16641150
352055,0.04,1.02,0.10,-2.38,2.81,-0.85,-0.09,0.36,0.99,2.96,-0.12,0.15,16637461
352067,0.04,1.02,0.10,-0.67,1.89,-1.07,-0.09,0.36,0.99,0.89,0.73,0.03,16636424
352078,0.04,1.03,0.10,-0.64,2.04,-1.68,-0.08,0.37,0.99,-1.37,-0.09,-1.28,16634746
352090,0.04,1.02,0.09,-3.14,2.59,-1.22,-0.08,0.37,0.99,-2.04,1.07,-0.89,16633627
352102,0.04,1.02,0.09,-3.94,1.98,-0.67,-0.08,0.37,0.99,-5.00,0.09,-2.47,16635218
352113,0.04,1.02,0.09,-1.89,2.20,-1.37,-0.08,0.36,0.99,-1.10,1.86,-0.18,16637672
352125,0.04,1.03,0.10,-1.01,2.32,-1.59,-0.08,0.36,1.00,1.04,1.04,0.43,16637023
352137,0.04,1.02,0.09,-2.41,2.44,-1.62,-0.08,0.36,1.00,1.50,-0.09,-0.24,16635112
352149,0.04,1.02,0.09,-3.20,2.41,-1.53,-0.08,0.36,0.99,1.40,-1.16,-0.89,16634505
352160,0.04,1.02,0.10,-2.26,2.11,-1.19,-0.08,0.37,0.99,-1.28,0.40,-1.34,16634844
352173,0.04,1.03,0.10,-1.40,2.44,-1.62,-0.08,0.37,0.99,-3.27,0.89,-1.31,16633791
352184,0.04,1.02,0.10,-2.11,2.04,-1.37,-0.09,0.36,0.99,-0.98,0.70,-0.58,16634982
352196,0.04,1.02,0.09,-2.81,2.14,-1.07,-0.09,0.36,0.99,1.46,0.27,-0.40,16636134
352207,0.04,1.02,0.10,-1.98,2.17,-1.50,-0.09,0.36,0.99,1.62,-0.15,-0.15,16637882
352219,0.04,1.03,0.10,-1.92,2.29,-1.59,-0.08,0.36,0.99,-0.40,0.64,-0.67,16636308
352231,0.04,1.02,0.09,-2.20,2.20,-1.50,-0.09,0.36,0.99,0.92,-0.31,-0.85,16636094
352242,0.04,1.02,0.09,-3.11,2.23,-1.68,-0.09,0.36,1.00,4.76,0.95,1.22,16635636
352254,0.04,1.02,0.10,-2.41,2.41,-1.43,-0.08,0.36,0.99,4.21,-2.78,-0.52,16635289
352266,0.04,1.02,0.10,-1.83,2.14,-1.28,-0.08,0.36,1.00,8.06,-0.92,1.16,16634697
352278,0.04,1.02,0.09,-2.41,2.04,-1.10,-0.08,0.37,0.99,-3.63,1.07,-1.13,16634530
352289,0.04,1.02,0.09,-2.84,1.86,-1.31,-0.08,0.38,0.98,-13.06,3.97,-3.02,16634904
352302,0.04,1.02,0.10,-2.08,2.17,-1.19,-0.08,0.37,0.99,-8.30,4.88,-0.98,16634088
352313,0.04,1.02,0.10,-1.92,2.17,-1.25,-0.09,0.36,1.00,1.56,1.13,0.18,16633696
352324,0.04,1.02,0.10,-2.23,2.47,-1.50,-0.09,0.36,1.00,6.04,-0.40,1.28,16634147
352336,0.04,1.02,0.09,-2.56,2.20,-1.40,-0.09,0.36,0.99,3.05,0.12,0.21,16635803
352348,0.04,1.02,0.10,-2.26,2.20,-1.68,-0.08,0.37,0.99,-3.69,0.64,-1.80,16634720
352360,0.04,1.02,0.10,-2.11,2.20,-1.28,-0.08,0.37,0.99,-6.20,2.14,-2.04,16634016
352371,0.04,1.02,0.09,-2.56,2.17,-1.43,-0.08,0.37,0.99,-3.42,0.92,-1.43,16634145
352384,0.04,1.02,0.09,-2.44,2.53,-1.43,-0.08,0.36,1.00,1.62,0.09,-0.31,16635870
352395,0.04,1.02,0.09,-2.08,2.29,-1.46,-0.09,0.36,1.00,3.17,0.09,0.15,16632482
352407,0.04,1.02,0.10,-2.17,2.26,-1.46,-0.08,0.37,0.99,0.18,0.49,-0.43,16632986
352418,0.04,1.02,0.10,-2.20,2.11,-1.40,-0.08,0.37,0.99,-2.96,1.25,-1.22,16633509
352431,0.04,1.02,0.10,-2.41,2.14,-1.50,-0.08,0.37,0.99,-3.81,1.07,-1.43,16632960
352442,0.04,1.02,0.10,-2.29,2.11,-1.40,-0.09,0.37,0.99,-1.50,0.61,-0.76,16634435
352453,0.04,1.02,0.10,-2.11,2.26,-1.40,-0.09,0.36,0.99,1.13,0.37,-0.09,16633399
352465,0.04,1.02,0.10,-2.23,2.32,-1.68,-0.09,0.36,0.99,0.61,0.43,-0.15,16632396
352477,0.04,1.02,0.09,-2.84,2.17,-1.50,-0.08,0.37,0.99,-1.13,0.52,-0.95,16634264
352489,0.04,1.02,0.10,-2.08,2.44,-1.65,-0.08,0.37,0.99,-2.56,1.04,-1.31,16635633
352500,0.04,1.02,0.09,-2.14,2.14,-1.31,-0.08,0.37,0.99,-2.01,0.85,-1.10,16634123
352513,0.04,1.02,0.09,-2.17,2.35,-1.34,-0.08,0.36,0.99,-0.37,0.70,-0.70,16632408
352524,0.04,1.02,0.09,-2.17,2.29,-1.01,-0.08,0.36,0.99,0.43,0.73,-0.09,16632907
352536,0.04,1.02,0.10,-2.01,2.14,-1.43,-0.08,0.37,0.99,-0.67,0.89,-0.58,16635533
352547,0.04,1.02,0.10,-2.08,2.14,-1.22,-0.08,0.37,0.99,-1.92,0.76,-1.04,16637386
352559,0.04,1.02,0.09,-2.26,2.26,-1.16,-0.08,0.37,0.99,-1.98,0.98,-0.85,16634533
352571,0.04,1.02,0.09,-2.32,2.17,-1.37,-0.08,0.37,0.99,-1.25,0.89,-0.67,16634029
352582,0.05,1.02,0.10,-2.17,1.98,-1.50,-0.09,0.36,1.00,-0.15,0.34,-0.40,16634584
352594,0.05,1.02,0.10,-2.20,2.35,-1.16,-0.09,0.36,0.99,0.06,0.52,-0.43,16635039
352606,0.04,1.02,0.10,-2.38,2.32,-1.40,-0.08,0.37,0.99,-1.16,0.73,-0.73,16634116
