time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
4350,0.03,-1.13,-0.41,18.40,6.04,23.71,0.10,0.93,-0.30,1.28,-0.31,-3.81,16455538
4361,-0.00,-1.19,-0.40,27.74,1.37,35.71,0.10,0.93,-0.30,1.86,1.77,-4.61,16455501
4372,-0.02,-1.21,-0.39,36.56,-2.81,38.18,0.10,0.94,-0.30,1.77,1.43,-5.16,16455340
4384,-0.02,-1.19,-0.38,43.58,-7.90,31.25,0.10,0.95,-0.29,0.21,0.55,-5.10,16455294
4397,-0.02,-1.10,-0.37,45.50,-12.63,18.34,0.11,0.95,-0.29,-0.73,2.50,-4.49,16455315
4408,-0.01,-1.02,-0.34,45.14,-15.20,5.58,0.11,0.96,-0.29,-2.01,3.42,-3.69,16455171
4420,0.03,-0.93,-0.31,37.23,-13.79,2.75,0.11,0.97,-0.29,-4.12,5.86,-3.75,16455088
4432,0.05,-0.88,-0.29,34.39,-13.37,-2.81,0.10,0.99,-0.29,-7.45,3.63,-3.42,16455047
4445,0.09,-0.87,-0.27,29.85,-11.32,-1.31,0.10,1.00,-0.29,-9.77,2.26,-3.97,16455092
4456,0.10,-0.85,-0.26,24.60,-11.44,4.79,0.10,1.01,-0.30,-11.20,2.50,-4.61,16455148
4468,0.10,-0.86,-0.28,21.39,-12.54,4.36,0.10,1.01,-0.30,-12.66,3.08,-5.83,16455120
4481,0.11,-0.86,-0.30,19.35,-13.70,1.62,0.10,1.01,-0.30,-12.94,3.88,-6.99,16455276
4492,0.12,-0.87,-0.33,19.01,-14.65,-3.75,0.09,1.00,-0.30,-12.85,1.43,-7.45,16455389
4504,0.14,-0.89,-0.34,19.78,-13.58,-6.84,0.09,0.98,-0.29,-12.33,0.37,-8.76,16455364
4516,0.16,-0.89,-0.35,20.32,-10.77,-8.79,0.10,0.97,-0.29,-11.75,0.21,-8.85,16455273
4528,0.19,-0.88,-0.33,19.71,-5.25,-9.03,0.09,0.95,-0.28,-11.84,-2.72,-8.67,16455235
4540,0.22,-0.86,-0.32,16.94,0.82,-6.81,0.10,0.95,-0.27,-11.90,-1.43,-9.34,16455156
4552,0.23,-0.82,-0.30,12.30,7.48,-7.60,0.11,0.94,-0.27,-12.79,0.76,-8.12,16455119
4563,0.24,-0.77,-0.27,6.29,13.92,-10.38,0.11,0.94,-0.27,-13.06,1.89,-7.51,16455033
4576,0.23,-0.74,-0.25,0.55,18.62,-14.01,0.10,0.93,-0.27,-13.64,4.06,-6.04,16454895
4588,0.20,-0.71,-0.25,-5.04,21.18,-17.30,0.09,0.93,-0.26,-14.31,5.55,-4.61,16454932
4600,0.17,-0.71,-0.25,-9.83,21.97,-19.17,0.07,0.92,-0.25,-15.32,5.13,-3.20,16454991
4612,0.14,-0.72,-0.25,-13.76,22.55,-16.48,0.06,0.92,-0.25,-16.63,3.30,-1.25,16455067
4624,0.10,-0.73,-0.26,-18.25,21.61,-11.63,0.04,0.93,-0.26,-18.13,0.40,-0.18,16455087
4636,0.08,-0.76,-0.26,-23.32,20.39,-4.79,0.03,0.94,-0.26,-19.47,-0.98,0.15,16455163
4647,0.06,-0.79,-0.28,-26.73,16.94,1.92,0.03,0.96,-0.27,-20.72,-2.59,0.31,16455280
4660,0.03,-0.82,-0.31,-29.97,11.78,8.30,0.03,0.98,-0.27,-21.73,-3.39,0.37,16455395
4672,0.01,-0.85,-0.35,-33.08,5.95,12.66,0.03,1.00,-0.28,-23.62,-6.50,-1.50,16455121
4683,0.00,-0.87,-0.37,-35.10,0.21,15.38,0.05,1.01,-0.28,-24.11,-5.65,-3.45,16455267
4696,-0.00,-0.89,-0.39,-35.98,-5.31,15.17,0.05,1.01,-0.28,-23.56,-5.13,-3.88,16455386
4708,0.01,-0.91,-0.40,-35.89,-9.31,14.10,0.05,1.02,-0.29,-22.80,-5.46,-3.48,16455435
4719,0.03,-0.94,-0.43,-33.84,-10.86,12.45,0.05,1.02,-0.29,-22.19,-9.61,-4.12,16455459
4731,0.06,-0.99,-0.46,-28.69,-12.45,12.57,0.06,1.02,-0.29,-19.96,-9.00,-6.07,16455601
4744,0.09,-1.03,-0.48,-23.32,-12.91,11.60,0.08,1.02,-0.29,-18.43,-6.20,-7.14,16455704
4755,0.12,-1.04,-0.49,-17.67,-11.47,7.66,0.10,1.02,-0.29,-16.27,-0.15,-7.93,16455754
4767,0.15,-1.04,-0.48,-12.79,-8.79,1.71,0.09,1.01,-0.29,-15.05,0.92,-7.42,16455663
4780,0.17,-1.04,-0.47,-7.87,-4.39,-3.17,0.09,1.01,-0.29,-14.28,1.65,-5.80,16455509
4791,0.19,-1.03,-0.45,-3.72,1.01,-6.35,0.08,1.01,-0.29,-15.01,-0.79,-5.19,16455513
4803,0.21,-1.02,-0.42,-1.65,7.60,-5.07,0.07,1.01,-0.29,-16.27,-1.98,-4.09,16455453
4815,0.22,-1.01,-0.39,-0.06,14.07,-0.49,0.07,1.00,-0.29,-17.03,-1.43,-2.29,16455446
4828,0.21,-0.99,-0.37,0.34,19.47,3.17,0.07,1.00,-0.28,-18.34,-1.56,-1.40,16455544
4839,0.20,-0.96,-0.35,0.15,23.22,4.43,0.08,0.99,-0.27,-19.78,0.21,-0.21,16455509
4851,0.17,-0.94,-0.35,0.12,23.99,4.58,0.08,0.99,-0.27,-20.51,0.95,0.24,16455547
4864,0.13,-0.93,-0.35,0.85,22.13,3.08,0.08,0.98,-0.26,-21.21,3.42,-0.27,16455584
4875,0.09,-0.91,-0.36,1.43,18.89,-2.56,0.08,0.98,-0.26,-21.21,7.20,0.06,16455495
4887,0.05,-0.89,-0.37,1.56,15.41,-9.77,0.06,0.97,-0.26,-21.82,7.63,0.89,16455358
4899,0.03,-0.89,-0.38,1.43,11.78,-6.04,0.05,0.97,-0.26,-23.56,5.40,0.40,16455328
4911,0.00,-0.91,-0.39,1.28,7.63,7.42,0.03,0.98,-0.25,-25.45,1.25,0.00,16455300
4923,-0.02,-0.92,-0.40,0.89,2.01,19.38,0.03,0.98,-0.25,-27.07,-1.92,-1.07,16455303
4935,-0.05,-0.92,-0.41,1.65,-4.58,23.77,0.03,0.97,-0.24,-27.50,-2.26,-2.44,16455387
4946,-0.05,-0.91,-0.42,3.85,-10.53,20.75,0.05,0.95,-0.23,-24.99,3.20,-2.99,16455472
4959,-0.05,-0.90,-0.43,5.25,-15.84,19.23,0.06,0.94,-0.22,-23.16,6.26,-3.27,16455389
4971,-0.04,-0.89,-0.43,4.15,-18.62,27.89,0.06,0.95,-0.21,-23.50,7.81,-5.07,16455453
4983,-0.04,-0.88,-0.44,1.40,-21.39,37.72,0.06,0.96,-0.21,-23.68,10.65,-6.44,16455337
4995,-0.03,-0.84,-0.44,-2.50,-23.62,38.12,0.05,0.97,-0.20,-24.51,8.97,-4.06,16455305
5007,-0.02,-0.78,-0.43,-6.84,-24.63,25.27,0.04,0.97,-0.20,-25.12,8.58,-2.32,16455285
5019,-0.00,-0.73,-0.42,-10.22,-23.96,9.49,0.03,0.97,-0.19,-24.78,6.68,0.40,16455284
5030,0.03,-0.72,-0.42,-13.34,-20.63,2.69,0.04,0.97,-0.19,-25.30,5.13,1.98,16455256
5043,0.06,-0.73,-0.41,-14.83,-15.14,2.01,0.05,0.96,-0.18,-24.35,7.42,4.06,16455093
5055,0.10,-0.77,-0.41,-14.22,-7.81,5.16,0.05,0.97,-0.17,-23.25,4.55,7.14,16455194
5066,0.13,-0.80,-0.42,-13.03,0.37,8.36,0.05,0.97,-0.15,-21.55,4.79,7.90,16455058
5079,0.16,-0.83,-0.42,-11.99,8.94,12.21,0.06,0.98,-0.14,-20.17,1.83,9.49,16454995
5091,0.17,-0.85,-0.43,-12.39,16.30,18.98,0.06,0.98,-0.14,-18.65,0.12,10.41,16455025
5102,0.16,-0.85,-0.44,-13.15,21.09,22.16,0.07,0.99,-0.14,-17.15,0.89,10.25,16455043
5114,0.13,-0.83,-0.46,-14.43,21.00,15.41,0.08,1.00,-0.13,-15.08,3.05,10.74,16454929
5127,0.08,-0.80,-0.49,-16.02,17.40,3.91,0.09,1.01,-0.14,-13.70,4.03,11.66,16454766
5139,0.04,-0.80,-0.51,-16.75,13.46,-3.39,0.10,1.01,-0.14,-12.36,5.89,10.86,16454808
5150,0.02,-0.81,-0.52,-17.15,9.40,-5.04,0.10,1.02,-0.14,-11.11,6.26,10.31,16454822
5163,0.01,-0.84,-0.54,-16.75,6.93,-1.34,0.10,1.02,-0.14,-9.95,4.79,9.40,16454874
5175,0.01,-0.87,-0.54,-15.87,5.52,2.90,0.10,1.03,-0.14,-8.33,6.35,7.69,16454769
5186,0.01,-0.88,-0.54,-14.28,4.27,3.23,0.11,1.03,-0.14,-6.71,7.51,7.23,16454789
5198,0.01,-0.88,-0.54,-12.91,2.84,0.79,0.10,1.03,-0.13,-5.22,8.51,6.87,16454727
5211,0.01,-0.89,-0.53,-10.65,1.04,-0.55,0.10,1.02,-0.13,-4.00,8.12,5.43,16454704
5222,0.01,-0.89,-0.52,-8.61,-1.50,-1.53,0.10,1.02,-0.12,-2.90,8.30,4.79,16454702
5234,0.02,-0.89,-0.50,-7.57,-2.69,-1.65,0.10,1.01,-0.11,-1.77,8.48,4.21,16454647
5246,0.02,-0.89,-0.48,-6.99,-3.42,2.14,0.10,1.00,-0.09,-1.28,7.29,4.12,16454680
