time,faccx,faccy,faccz,fgyrx,fgyry,fgyrz,saccx,saccy,saccz,sgyrx,sgyry,sgyrz,load
1963747,-0.05,1.02,0.02,-7.48,-2.69,-2.41,0.10,0.69,0.79,-0.31,-0.24,-1.74,16607549
1963757,-0.06,1.02,0.03,0.09,-3.30,-2.90,0.10,0.69,0.79,-0.43,-0.52,-1.46,16605885
1963768,-0.07,1.04,0.03,2.72,-3.78,-2.84,0.11,0.68,0.79,-0.43,-1.40,-0.73,16605130
1963780,-0.08,1.05,0.02,2.53,-4.18,0.34,0.11,0.68,0.79,-0.58,-1.19,-0.43,16605869
1963791,-0.11,1.03,0.02,1.98,-3.20,-0.21,0.11,0.69,0.79,-1.10,-1.34,0.03,16607378
1963803,-0.13,1.01,0.02,0.21,-0.92,-0.79,0.11,0.69,0.79,-1.19,-0.76,-0.18,16607638
1963814,-0.16,0.99,0.01,-1.80,1.46,-0.89,0.11,0.69,0.80,-1.53,-0.52,-0.55,16608246
1963827,-0.17,0.98,0.01,-3.23,4.36,-0.95,0.11,0.69,0.80,-1.43,-0.79,-0.34,16607691
1963838,-0.17,0.98,0.01,-3.54,5.71,0.12,0.11,0.69,0.80,-1.19,-0.03,0.03,16607737
1963850,-0.16,0.99,0.01,-3.54,5.74,1.53,0.12,0.69,0.80,-0.64,1.80,0.12,16608931
1963862,-0.14,0.99,0.01,-3.57,5.46,1.07,0.12,0.69,0.79,-0.37,2.96,0.03,16606755
1963874,-0.11,1.00,0.01,-3.33,4.06,1.65,0.11,0.69,0.79,-0.49,2.93,-0.27,16608373
1963885,-0.09,1.00,0.02,-3.20,3.02,0.52,0.10,0.69,0.79,-0.55,2.14,-0.67,16608293
1963897,-0.08,1.00,0.02,-3.48,1.92,-0.76,0.10,0.69,0.79,-0.64,0.98,-0.95,16607053
1963909,-0.07,1.01,0.02,-2.90,1.50,-1.59,0.09,0.69,0.79,-0.85,0.15,-1.74,16606807
1963920,-0.07,1.02,0.03,-2.20,0.79,-1.77,0.09,0.70,0.79,-0.21,-0.89,-1.62,16607363
1963932,-0.07,1.02,0.03,-1.92,-0.24,-1.40,0.10,0.70,0.79,-0.27,-1.31,-1.37,16607708
1963943,-0.08,1.01,0.03,-2.04,-0.55,-1.13,0.10,0.69,0.79,-0.06,-0.61,-1.07,16608363
1963956,-0.10,1.00,0.02,-2.62,-0.06,-0.49,0.11,0.69,0.79,-0.15,0.95,-0.76,16607785
1963967,-0.12,1.00,0.02,-2.96,1.50,-1.01,0.11,0.69,0.79,-0.31,1.77,-0.12,16606983
1963979,-0.14,0.99,0.02,-3.33,3.17,-0.79,0.11,0.69,0.79,-0.12,1.50,-0.03,16606621
1963991,-0.14,0.99,0.02,-3.36,4.30,-1.37,0.11,0.69,0.78,-0.40,0.79,-0.31,16607517
1964003,-0.13,0.99,0.03,-3.51,4.30,-2.56,0.10,0.69,0.78,0.03,-0.18,-0.15,16606312
1964014,-0.11,0.99,0.03,-4.21,3.11,-2.50,0.10,0.69,0.78,0.34,-1.10,-0.09,16607555
1964026,-0.10,0.98,0.02,-4.67,2.96,-3.08,0.10,0.69,0.79,0.46,-0.76,-0.09,16607293
1964038,-0.10,0.99,0.02,-4.49,2.69,-2.04,0.11,0.69,0.79,0.40,0.34,-0.21,16607277
1964049,-0.10,1.00,0.02,-3.97,2.62,-1.28,0.11,0.68,0.78,0.82,0.98,-0.34,16609703
1964061,-0.10,1.00,0.02,-3.45,2.72,-0.67,0.11,0.68,0.78,0.79,0.76,-0.12,16609514
1964072,-0.10,1.00,0.02,-3.60,2.41,-0.64,0.11,0.68,0.78,0.73,0.40,-0.61,16608273
1964085,-0.09,0.99,0.02,-4.36,1.40,-1.46,0.11,0.68,0.79,0.67,0.34,-0.49,16607679
1964096,-0.09,0.99,0.02,-5.00,0.98,-0.49,0.11,0.69,0.79,0.79,0.67,-0.67,16607693
1964108,-0.10,0.99,0.03,-4.88,1.46,-0.24,0.11,0.69,0.79,0.95,0.52,-0.85,16607858
1964120,-0.11,1.00,0.03,-4.73,1.71,-0.40,0.11,0.69,0.79,1.04,0.64,-0.49,16607758
1964132,-0.12,1.01,0.02,-4.24,2.26,0.43,0.11,0.69,0.79,1.07,1.10,-0.34,16607873
1964143,-0.12,1.01,0.02,-3.91,2.93,0.73,0.11,0.69,0.79,1.01,1.34,-0.21,16608058
1964154,-0.12,1.01,0.02,-3.39,3.27,-0.43,0.11,0.69,0.79,0.64,0.85,-0.09,16610312
1964167,-0.11,1.02,0.02,-2.62,2.66,-0.85,0.11,0.69,0.79,0.37,0.46,-0.09,16610918
1964178,-0.11,1.02,0.02,-2.81,2.81,-1.13,0.10,0.69,0.79,0.15,-0.03,-0.34,16608024
1964190,-0.11,1.02,0.02,-2.84,2.53,-2.17,0.10,0.70,0.79,-0.03,-0.40,-0.31,16607673
1964201,-0.10,1.02,0.02,-3.27,2.41,-2.47,0.10,0.70,0.79,-0.40,-0.21,-0.95,16606223
1964214,-0.10,1.02,0.02,-3.45,2.26,-2.41,0.10,0.70,0.80,-0.58,-0.37,-0.85,16606416
1964225,-0.10,1.02,0.02,-3.14,2.04,-2.17,0.10,0.70,0.80,-0.24,0.09,-0.95,16608827
1964237,-0.10,1.02,0.02,-3.05,2.56,-1.16,0.10,0.70,0.80,0.21,0.64,-0.98,16606455
1964249,-0.10,1.03,0.02,-2.66,2.50,-0.49,0.11,0.70,0.80,0.40,1.40,-1.01,16608965
1964260,-0.10,1.02,0.02,-2.38,2.47,-0.98,0.10,0.70,0.79,-0.09,1.43,-0.76,16609598
1964272,-0.10,1.02,0.03,-2.32,2.35,-1.86,0.10,0.70,0.79,0.12,0.49,-0.79,16609962
1964283,-0.10,1.02,0.03,-2.38,1.77,-2.50,0.10,0.70,0.79,-0.15,-0.37,-0.70,16609954
1964296,-0.10,1.02,0.03,-2.47,1.59,-2.50,0.10,0.71,0.79,-0.43,-0.55,-0.34,16608211
1964307,-0.11,1.02,0.03,-2.90,1.56,-2.20,0.11,0.71,0.79,-0.89,-0.58,-0.43,16605243
1964319,-0.11,1.02,0.03,-2.72,2.32,-2.66,0.11,0.71,0.79,-0.95,-0.21,-0.31,16607922
1964331,-0.12,1.02,0.02,-2.44,3.42,-1.13,0.11,0.70,0.80,-1.28,0.76,-0.31,16610241
1964343,-0.12,1.03,0.02,-2.04,3.85,0.15,0.10,0.70,0.80,-1.43,1.46,-0.61,16609278
1964354,-0.11,1.03,0.01,-1.34,3.85,-0.40,0.10,0.69,0.80,-1.56,1.04,-0.95,16608469
1964365,-0.09,1.03,0.01,-0.70,2.84,-1.01,0.10,0.69,0.79,-1.56,0.76,-1.31,16609124
1964378,-0.08,1.03,0.02,0.43,2.01,-1.89,0.10,0.69,0.78,-1.68,0.55,-1.07,16608142
1964389,-0.08,1.02,0.03,0.31,1.19,-0.73,0.10,0.69,0.78,-1.68,-0.12,-1.37,16609304
1964401,-0.08,1.01,0.03,0.15,1.40,-0.95,0.10,0.70,0.78,-1.22,-0.34,-1.56,16610950
1964412,-0.09,1.00,0.04,-1.19,2.11,0.06,0.10,0.70,0.78,-0.82,-0.03,-1.46,16609162
1964425,-0.10,0.98,0.04,-2.17,2.87,0.67,0.10,0.70,0.78,0.06,-0.09,-1.59,16608321
1964436,-0.10,0.97,0.03,-3.33,3.54,0.85,0.10,0.69,0.78,-0.03,0.40,-1.71,16608312
1964448,-0.10,0.97,0.03,-3.88,3.48,1.53,0.10,0.69,0.78,0.24,1.07,-1.92,16608278
1964460,-0.10,0.98,0.03,-3.88,3.66,0.21,0.10,0.69,0.78,-0.27,0.98,-2.20,16608321
1964472,-0.09,0.99,0.03,-4.06,3.20,0.61,0.10,0.69,0.78,-0.34,0.67,-1.71,16608941
1964483,-0.08,1.00,0.03,-3.75,2.47,0.31,0.10,0.69,0.78,-0.46,0.06,-2.35,16607573
1964494,-0.08,1.01,0.03,-2.87,1.68,0.55,0.10,0.70,0.78,-0.55,0.12,-2.84,16609102
1964507,-0.07,1.02,0.03,-1.68,0.89,0.76,0.10,0.70,0.78,0.21,0.27,-3.23,16610205
1964518,-0.07,1.03,0.03,-0.46,0.64,0.79,0.10,0.70,0.78,-0.21,-0.31,-3.17,16609032
1964530,-0.08,1.03,0.03,-0.43,-0.03,1.10,0.10,0.70,0.79,-0.15,-0.46,-3.08,16606932
1964541,-0.08,1.01,0.03,-0.95,-0.03,-0.12,0.10,0.70,0.79,0.09,-0.15,-2.81,16608560
1964554,-0.10,1.00,0.02,-2.20,0.43,-0.79,0.11,0.70,0.79,-0.24,0.00,-2.26,16607269
1964565,-0.12,1.00,0.02,-3.11,1.31,-0.52,0.11,0.70,0.79,-0.52,-0.27,-1.77,16605360
1964577,-0.13,1.00,0.02,-3.30,2.41,0.73,0.11,0.70,0.79,-0.27,0.18,-1.68,16608055
1964589,-0.14,1.01,0.02,-3.20,3.30,1.62,0.11,0.70,0.79,-0.82,1.50,-1.86,16606760
1964600,-0.13,1.02,0.02,-2.50,3.97,0.92,0.11,0.71,0.79,-0.73,1.86,-1.50,16608078
1964612,-0.12,1.03,0.03,-1.77,3.42,0.64,0.11,0.71,0.79,-0.49,0.73,-1.31,16612443
1964623,-0.11,1.02,0.03,-1.34,2.23,-1.01,0.11,0.71,0.78,-0.52,-0.52,-1.22,16609818
1964636,-0.09,1.01,0.03,-2.01,0.46,-2.81,0.11,0.70,0.79,-0.12,-0.98,-1.31,16609120
1964647,-0.08,1.01,0.02,-2.29,-0.67,-3.78,0.11,0.70,0.79,-0.55,-1.16,-1.10,16608424
1964659,-0.08,1.01,0.02,-2.32,-1.31,-3.27,0.11,0.70,0.79,-0.34,-0.95,-0.70,16607485
1964670,-0.10,1.00,0.02,-3.14,-0.73,-2.66,0.12,0.70,0.79,-0.92,0.15,-1.01,16607295
1964683,-0.12,1.00,0.01,-3.72,1.59,-2.01,0.12,0.70,0.79,-1.07,0.52,-0.95,16607174
1964694,-0.14,1.00,0.01,-4.52,3.14,-1.10,0.11,0.70,0.79,-1.04,0.46,-0.49,16608465
1964706,-0.14,1.00,0.02,-4.52,3.81,-1.31,0.11,0.70,0.79,-1.10,0.12,-0.46,16609758
1964718,-0.13,1.01,0.02,-3.05,3.60,-1.92,0.11,0.69,0.79,-0.92,-0.21,0.40,16608141
1964729,-0.12,1.02,0.02,-2.04,3.42,-2.17,0.11,0.69,0.78,-1.25,0.15,-0.40,16608198
1964741,-0.11,1.02,0.02,-1.98,2.32,-1.50,0.12,0.69,0.78,-1.16,0.37,-0.15,16609697
1964752,-0.10,1.01,0.02,-2.56,1.80,-1.34,0.12,0.70,0.78,-1.13,1.53,-0.73,16607701
1964765,-0.10,1.01,0.03,-2.62,1.19,-0.70,0.12,0.70,0.78,-0.89,1.86,-0.70,16605273
1964776,-0.10,1.00,0.03,-2.78,1.89,-0.09,0.12,0.70,0.78,-0.82,2.08,-1.04,16606829
1964788,-0.11,0.98,0.03,-4.91,2.23,0.00,0.11,0.70,0.78,-0.21,1.65,-1.10,16608724
1964800,-0.11,0.97,0.03,-6.56,2.93,-0.67,0.11,0.70,0.79,-0.37,1.31,-1.01,16608780
1964812,-0.12,0.97,0.03,-8.30,3.23,0.18,0.11,0.70,0.79,-0.43,2.01,-0.70,16609845
1964823,-0.12,0.99,0.02,-8.00,3.42,0.98,0.11,0.70,0.79,-0.37,2.29,-0.49,16609318
1964834,-0.12,1.01,0.02,-6.68,3.85,0.55,0.11,0.70,0.79,-0.82,2.62,-0.21,16606866
1964847,-0.11,1.03,0.02,-4.97,3.54,0.18,0.11,0.70,0.79,-1.31,2.81,-0.61,16605544
1964858,-0.09,1.04,0.02,-4.43,2.66,0.24,0.10,0.70,0.79,-1.65,2.44,-0.85,16606389
1964870,-0.07,1.04,0.03,-3.60,1.04,-0.31,0.10,0.70,0.79,-1.62,2.72,-1.10,16604991
1964881,-0.06,1.03,0.03,-3.72,0.12,-1.89,0.10,0.70,0.78,-1.77,2.26,-1.25,16607122
1964894,-0.07,1.02,0.03,-3.17,0.43,-3.11,0.09,0.70,0.78,-1.07,1.22,-1.46,16609062
1964905,-0.09,1.02,0.03,-2.62,1.89,-3.33,0.09,0.70,0.78,-1.07,0.27,-1.50,16608109
1964917,-0.11,1.01,0.03,-3.30,2.78,-1.16,0.10,0.70,0.78,-0.34,1.56,-1.53,16607685
1964929,-0.11,0.99,0.04,-4.39,3.60,0.18,0.10,0.69,0.77,-0.40,2.01,-0.98,16608601
1964941,-0.11,0.98,0.04,-5.77,3.97,0.79,0.10,0.69,0.78,-0.70,2.59,-1.16,16609149
1964952,-0.11,0.98,0.04,-5.62,4.39,1.46,0.10,0.69,0.77,-0.58,2.75,-1.07,16611964
1964963,-0.11,0.99,0.04,-5.55,5.13,1.46,0.10,0.70,0.78,-0.21,1.62,-1.07,16609688
1964976,-0.11,0.99,0.04,-5.77,5.04,1.50,0.09,0.70,0.78,-0.06,1.01,-1.01,16609594
1964987,-0.09,0.99,0.04,-6.29,4.43,-0.64,0.09,0.70,0.78,-0.24,0.21,-0.73,16609349
1964999,-0.07,1.00,0.03,-6.23,2.78,-1.62,0.08,0.70,0.78,-0.27,-1.31,-0.46,16608963
1965010,-0.06,1.01,0.03,-5.34,1.07,-2.56,0.09,0.69,0.78,-0.98,-1.22,-0.40,16607335
1965023,-0.06,1.03,0.04,-3.57,-0.09,-2.35,0.09,0.70,0.78,-0.76,-1.01,-0.52,16605408
1965034,-0.07,1.04,0.04,-2.29,-0.12,-2.75,0.10,0.70,0.78,-0.82,0.00,-0.89,16606834
1965046,-0.08,1.04,0.04,-1.59,0.03,-3.39,0.10,0.70,0.78,-0.89,-0.37,-0.95,16609439
1965058,-0.09,1.03,0.03,-1.40,0.70,-3.36,0.10,0.70,0.78,-1.01,-0.95,-0.92,16607969
1965069,-0.11,1.02,0.03,-2.04,1.80,-2.84,0.10,0.70,0.79,-0.70,-0.52,-0.92,16608421
1965081,-0.12,1.01,0.03,-2.53,3.42,-2.41,0.10,0.70,0.79,-0.95,0.00,-0.58,16606507
1965092,-0.13,1.01,0.03,-2.96,4.27,-1.62,0.11,0.70,0.79,-0.98,0.34,-0.40,16605214
1965105,-0.14,1.00,0.03,-4.03,5.22,-1.46,0.11,0.70,0.79,-0.89,0.21,-0.15,16607720
1965116,-0.13,1.00,0.03,-4.79,5.22,-0.76,0.11,0.70,0.79,-1.01,0.67,-0.18,16607462
1965128,-0.12,1.00,0.03,-4.61,4.46,-1.89,0.11,0.70,0.80,-1.13,0.82,-0.46,16605781
1965139,-0.11,1.01,0.03,-4.61,4.18,-3.20,0.11,0.71,0.80,-1.62,0.85,-0.64,16606323
1965152,-0.10,1.02,0.03,-4.18,3.75,-3.75,0.11,0.71,0.79,-1.92,0.09,-0.73,16607917
1965163,-0.09,1.04,0.04,-1.92,2.93,-2.81,0.11,0.71,0.79,-1.74,0.43,-1.04,16609495
1965174,-0.09,1.06,0.04,0.24,1.92,-2.26,0.11,0.71,0.79,-1.77,0.61,-0.76,16611749
1965187,-0.09,1.06,0.04,1.16,1.95,-1.43,0.11,0.71,0.79,-1.71,0.37,-0.92,16607996
1965198,-0.09,1.04,0.04,0.64,1.65,-1.65,0.11,0.71,0.78,-1.62,0.40,-0.52,16609429
1965210,-0.10,1.02,0.04,-0.31,1.40,-1.43,0.10,0.70,0.79,-1.65,-0.82,-0.31,16609111
1965221,-0.10,1.00,0.04,-2.11,1.86,-2.08,0.10,0.70,0.79,-1.53,-0.15,-0.43,16607613
1965234,-0.10,0.99,0.04,-2.26,1.59,-1.19,0.10,0.70,0.78,-1.89,-0.06,-0.06,16607116
